ticket_id,ticket_type,ticket_price,purchase_date,attendance_date,entry_time,was_present,attendee_id,age,gender,origin_city,transport_used,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,stages_visited,top_artist_seen,hours_spent,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK108976,3-day Pass,200,2025-03-08,2025-05-01,22:55,Yes,ATD208976,37,Female,Sevilla,Bus,3,17.05,35.13,52.02,Festival App,Reggaeton,1,Artist D,8.7,4,8,2,Yes
TCK102620,General,80,2025-03-03,2025-05-01,16:00,Yes,ATD202620,56,Other,Zaragoza,Other,1,29.57,41.24,56.78,Festival App,Rock,4,Artist B,9.2,3,3,4,No
TCK105231,VIP,150,2025-02-19,2025-05-03,14:29,Yes,ATD205231,22,Male,Bilbao,Plane,3,41.33,4.62,73.88,Card,Indie,4,Artist E,6.7,9,5,10,Yes
TCK106064,3-day Pass,200,2025-03-29,2025-05-02,17:13,Yes,ATD206064,48,Male,Valencia,Plane,5,42.76,28.63,22.54,Festival App,Electronic,2,Artist D,4.2,5,6,2,No
TCK100529,General,80,2025-02-24,2025-05-03,19:36,Yes,ATD200529,40,Male,Zaragoza,Car,3,45.35,19.68,92.91,Festival App,Electronic,1,Artist C,10.1,9,6,8,No
TCK104453,3-day Pass,200,2025-02-26,2025-05-03,20:03,Yes,ATD204453,30,Female,Bilbao,Other,5,9.27,53.1,77.98,Cash,Rock,4,Artist D,11.7,9,10,7,No
TCK107531,VIP,150,2025-02-17,2025-05-03,16:00,Yes,ATD207531,19,Female,Sevilla,Car,1,43.51,58.61,53.85,Festival App,Hip-Hop,1,Artist E,11.6,7,8,5,Yes
TCK103007,VIP,150,2025-04-23,2025-05-01,15:40,Yes,ATD203007,21,Female,Barcelona,Train,4,42.3,33.9,75.65,Card,Reggaeton,1,Artist C,3.7,10,10,6,No
TCK108397,General,80,2025-02-21,2025-05-02,19:02,Yess,ATD208397,26,Female,Valencia,Bus,5,13.41,50.44,67.26,Card,Electronic,1,Artist C,5.1,2,1,9,Yes
TCK107070,General,80,2025-02-27,2025-05-03,18:55,Yes,ATD207070,41,Male,Barcelona,Plane,3,42.97,38.81,58.37,Festival App,Pop,4,Artist C,10.2,1,1,3,No
TCK108978,VIP,150,2025-02-26,2025-05-01,20:20,Yes,ATD208978,45,Male,Barcelona,Plane,3,18.62,59.62,82.56,Cash,Reggaeton,4,Artist E,11.3,9,6,1,No
TCK100114,VIP,150,2025-02-19,2025-05-02,18:35,Yes,ATD200114,34,Female,Valencia,Other,2,19.69,2.53,57.08,Card,Indie,3,Artist C,3.8,4,1,4,Yes
TCK108622,General,80,2025-04-27,2025-05-02,21:25,Yes,ATD208622,18,Female,Zaragoza,Bus,2,18.71,45.48,4.27,Festival App,Indie,3,Artist A,3.5,6,8,3,Yes
TCK107720,General,80,2025-02-26,2025-05-01,16:47,Yes,ATD207720,22,Male,Zaragoza,Car,2,44.24,12.38,8.67,Card,Hip-Hop,3,Artist C,3.7,4,2,10,Yes
TCK105805,General,80,2025-03-28,2025-05-02,21:36,Yes,ATD205805,18,Other,Barcelona,Other,3,48.04,32.32,44.03,Cash,Electronic,1,Artist B,9.3,6,8,9,No
TCK107013,3-day Pass,200,2025-04-06,2025-05-03,22:52,Yes,ATD207013,31,Female,Bilbao,Bus,1,9.4,36.3,28.84,Festival App,Reggaeton,1,Artist B,6.4,4,4,3,Yes
TCK102507,General,80,2025-03-10,2025-05-03,16:54,Yes,ATD202507,58,Female,Madrid,Other,3,41.45,7.18,26.79,Card,Pop,4,Artist D,5.4,7,2,7,No
TCK104423,General,80,2025-02-11,2025-05-02,22:48,Yes,ATD204423,28,Other,Sevilla,Plane,1,48.13,38.57,17.0,Festival App,Electronic,3,Artist B,10.7,3,6,5,No
TCK102633,3-day Pass,200,2025-04-01,2025-05-03,15:33,Yes,ATD202633,43,Other,Madrid,Car,1,30.4,8.58,7.04,Card,Rock,1,Artist E,2.5,4,10,6,No
TCK100195,3-day Pass,200,2025-02-01,2025-05-03,21:55,Yes,ATD200195,27,Male,Bilbao,Train,3,36.31,4.6,67.21,Cash,Hip-Hop,4,Artist E,7.7,7,9,6,No
TCK106458,General,80,2025-02-12,2025-05-02,15:14,Yes,ATD206458,31,Female,Valencia,Train,5,29.48,8.54,20.74,cash ,Hip-Hop,3,Artist B,11.8,3,1,6,Yes
TCK103725,General,80,2025-04-24,2025-05-02,16:19,Yes,ATD203725,18,Other,Malaga,Train,1,17.94,37.54,94.2,Cash,Indie,4,Artist A,2.8,2,8,2,nO
TCK109319,General,80,2025-04-12,2025-05-02,15:37,Yes,ATD209319,58,Other,Sevilla,Bus,4,30.75,57.29,75.52,Card,Pop,3,Artist D,5.4,1,7,4,Yes
TCK109279,VIP,150,2025-02-13,2025-05-02,17:38,Yes,ATD209279,31,Male,Barcelona,Bus,4,8.86,15.32,55.41,Festival App,Indie,1,Artist A,2.7,10,3,5,Yes
TCK102039,General,80,2025-04-17,2025-05-01,17:15,Yes,ATD202039,49,Other,Madrid,Other,5,11.37,7.41,68.27,Festival App,Reggaeton,2,Artist B,6.7,1,2,7,nO
TCK100695,3-day Pass,200,2025-04-23,2025-05-03,19:09,Yes,ATD200695,25,Female,Madrid,Bus,3,45.53,37.76,67.23,Card,Rock,3,Artist C,9.5,1,9,1,Yes
TCK108986,General,80,2025-04-02,2025-05-02,18:12,Yes,ATD208986,24,Other,Sevilla,Bus,5,20.16,50.51,21.8,Cash,Hip-Hop,1,Artist C,8.6,3,6,4,Yes
TCK106205,3-day Pass,200,2025-03-15,2025-05-03,18:42,Yes,ATD206205,53,Female,Valencia,Plane,4,24.7,12.29,75.64,Cash,Reggaeton,4,Artist E,8.5,1,4,10,Yes
TCK102003,General,80,2025-03-26,2025-05-03,20:26,No,ATD202003,30,Male,Zaragoza,Train,4,36.43,39.62,55.32,Cash,Reggaeton,2,Artist C,10.8,4,5,4,Yes
TCK103499,General,80,2025-02-28,2025-05-01,17:00,Yes,ATD203499,59,Male,Malaga,Bus,3,31.66,29.14,91.11,Card,Electronic,1,Artist A,9.3,4,3,2,nO
TCK109136,3-day Pass,200,2025-03-28,2025-05-01,20:35,Yes,ATD209136,48,Male,Zaragoza,Car,5,20.98,9.08,38.31,Cash,Rock,3,Artist E,5.9,2,6,3,Yes
TCK104019,VIP,150,2025-02-02,2025-05-03,19:57,Yes,ATD204019,19,Female,Madrid,Bus,4,26.33,23.98,24.38,Cash,Reggaeton,1,Artist C,5.3,1,5,10,No
TCK101464,General,80,2025-03-13,2025-05-01,14:08,Yes,ATD201464,48,Male,Malaga,Bus,5,17.69,33.3,11.93,Festival App,Pop,4,Artist C,7.6,3,9,4,No
TCK109234,3-day Pass,200,2025-03-03,2025-05-01,22:03,Yes,ATD209234,45,Other,Madrid,Train,1,22.48,41.08,38.64,Festival App,Hip-Hop,3,Artist B,6.8,4,1,7,No
TCK102701,General,80,2025-03-20,2025-05-02,18:18,Yes,ATD202701,34,Female,Zaragoza,Plane,2,17.01,2.72,89.26,Card,Pop,4,Artist B,3.8,5,2,3,Yes
TCK105975,VIP,150,2025-03-17,2025-05-03,14:23,Yes,ATD205975,40,Female,Bilbao,Car,3,10.86,8.83,80.5,Card,Reggaeton,2,Artist A,8.0,10,4,9,No
TCK108511,3-day Pass,200,2025-03-18,2025-05-02,20:18,Yes,ATD208511,44,Female,Malaga,Train,5,23.6,18.99,56.63,Cash,Indie,3,Artist A,2.1,10,7,9,No
TCK107872,General,80,2025-04-06,2025-05-02,20:51,Yes,ATD207872,43,Female,Madrid,Other,2,38.62,11.79,29.03,Festival App,Rock,2,Artist A,10.2,5,6,10,No
TCK100403,3-day Pass,200,2025-02-15,2025-05-01,17:19,Yes,ATD200403,57,Other,Zaragoza,Car,1,28.3,56.06,87.44,Festival App,Electronic,2,Artist D,6.1,5,3,2,Yes
TCK101056,VIP,150,2025-04-08,2025-05-01,17:46,Yes,ATD201056,27,Female,Madrid,Car,4,9.32,20.25,45.21,Cash,Electronic,2,Artist E,11.2,3,2,10,No
TCK105785,3-day Pass,200,2025-02-21,2025-05-01,17:45,Yes,ATD205785,55,Female,Valencia,Plane,1,8.16,37.39,40.76,Cash,Pop,2,Artist B,2.1,8,3,1,Yes
TCK100510,VIP,150,2025-03-30,2025-05-01,20:03,Yes,ATD200510,43,Female,Malaga,Train,5,24.11,32.37,91.94,Festival App,Rock,2,Artist A,8.9,6,2,4,Yes
TCK107642,VIP,150,2025-03-06,2025-05-03,20:19,Yes,ATD207642,57,Male,Zaragoza,Bus,5,38.44,9.57,61.3,Card,Electronic,2,Artist D,6.8,4,1,8,Yes
TCK102346,VIP,150,2025-02-19,2025-05-02,16:54,Yes,ATD202346,42,Male,Sevilla,Other,4,25.86,20.18,87.82,Cash,Rock,1,Artist C,9.4,9,9,1,No
TCK108979,VIP,150,2025-04-14,2025-05-01,15:14,Yes,ATD208979,40,Male,Sevilla,Plane,1,11.53,39.17,43.22,Card,Indie,4,Artist D,6.1,1,5,4,No
TCK107575,VIP,150,2025-02-23,2025-05-01,16:48,Yes,ATD207575,22,Female,Sevilla,Train,3,30.81,46.19,30.87,Festival App,Hip-Hop,3,Artist A,7.8,1,1,7,No
TCK107891,General,80,2025-04-12,2025-05-02,17:21,Yes,ATD207891,44,Female,Valencia,Car,4,40.19,4.99,0.86,Festival App,Rock,2,Artist A,8.4,6,5,1,No
TCK105737,VIP,150,2025-02-11,2025-05-01,16:25,Yes,ATD205737,32,Other,Malaga,Other,2,3.53,41.61,48.28,Card,Hip-Hop,4,Artist A,6.3,8,7,5,Yes
TCK106625,General,80,2025-03-29,2025-05-02,19:47,Yes,ATD206625,54,Male,Valencia,Other,4,34.61,1.3,35.53,Cash,Reggaeton,2,Artist C,4.3,8,6,7,Yes
TCK106392,3-day Pass,200,2025-04-13,2025-05-02,16:37,Yes,ATD206392,22,Female,Zaragoza,Car,5,14.69,58.81,8.94,Cash,Electronic,2,Artist E,9.1,8,9,6,No
TCK109213,VIP,150,2025-03-19,2025-05-03,21:16,Yes,ATD209213,47,Other,Zaragoza,Other,4,34.34,42.87,97.75,Cash,Pop,2,Artist D,7.6,9,9,5,No
TCK109017,3-day Pass,200,2025-02-09,2025-05-03,19:40,Yes,ATD209017,51,Male,Barcelona,Car,5,13.83,10.65,52.62,Cash,Pop,1,Artist E,2.8,4,10,10,Yes
TCK102856,3-day Pass,200,2025-03-22,2025-05-01,20:44,Yes,ATD202856,20,Other,Malaga,Car,2,7.12,38.98,9.49,Cash,Indie,1,Artist E,8.2,1,9,2,No
TCK107695,3-day Pass,200,2025-02-28,2025-05-01,18:14,Yes,ATD207695,29,Other,Valencia,Car,4,40.34,13.05,43.75,Cash,Electronic,2,Artist C,6.4,10,9,2,Yes
TCK102917,VIP,150,2025-03-29,2025-05-01,19:09,Yes,ATD202917,34,Male,Sevilla,Train,4,3.74,12.0,81.99,Cash,Pop,2,Artist B,3.8,4,10,2,No
TCK107514,3-day Pass,200,2025-04-28,2025-05-01,14:01,Yes,ATD207514,44,Female,Malaga,Plane,4,45.7,17.97,22.74,Festival App,Reggaeton,1,Artist D,7.1,8,7,1,No
TCK104722,VIP,150,2025-04-26,2025-05-01,20:13,Yess,ATD204722,20,Male,Malaga,Train,3,35.81,53.67,65.75,Card,Pop,3,Artist D,8.0,2,5,5,Yes
TCK102909,General,80,2025-03-01,2025-05-01,14:08,Yes,ATD202909,56,Female,Bilbao,Car,5,40.8,39.59,87.04,Festival App,Electronic,3,Artist C,6.5,7,5,6,No
TCK105106,General,80,2025-03-27,2025-05-02,14:19,Yes,ATD205106,22,Male,Barcelona,Other,5,28.93,9.91,37.87,Cash,Electronic,4,Artist E,4.4,2,5,10,Yes
TCK104331,General,80,2025-04-18,2025-05-01,16:58,Yes,ATD204331,20,Other,Madrid,Car,4,41.66,55.92,81.8,Cash,Rock,3,Artist B,11.8,9,8,5,No
TCK103655,3-day Pass,200,2025-02-03,2025-05-02,18:02,Yes,ATD203655,31,Female,Valencia,Plane,2,15.57,25.26,72.62,Cash,Pop,3,Artist B,2.3,2,10,9,No
TCK107979,VIP,150,2025-03-13,2025-05-03,22:01,Yes,ATD207979,40,Other,Sevilla,Plane,1,6.66,51.67,36.98,Festival App,Rock,1,Artist E,10.3,3,8,8,Yes
TCK102986,VIP,150,2025-04-05,2025-05-02,18:39,Yes,ATD202986,39,Other,Sevilla,Bus,1,39.98,56.54,74.5,Cash,Electronic,4,Artist B,4.3,6,4,10,Yes
TCK100910,General,80,2025-04-21,2025-05-03,16:50,Yes,ATD200910,19,Male,Valencia,Other,4,0.24,26.48,88.36,Festival App,Rock,2,Artist C,8.8,6,3,7,No
TCK104863,VIP,150,2025-04-03,2025-05-03,18:00,Yes,ATD204863,23,Other,Barcelona,Car,1,45.15,37.9,57.71,Card,Rock,4,Artist E,7.0,5,6,5,No
TCK107354,General,80,2025-03-24,2025-05-01,15:40,Yes,ATD207354,57,Male,Bilbao,Other,4,31.1,33.72,69.22,Card,Rock,2,Artist B,6.8,4,8,1,No
TCK105665,VIP,150,2025-03-17,2025-05-01,18:59,Yes,ATD205665,19,Male,Zaragoza,Train,4,28.16,25.68,9.49,Card,Rock,1,Artist D,6.6,4,10,6,Yes
TCK108625,General,80,2025-04-24,2025-05-01,22:49,Yes,ATD208625,48,Female,Madrid,Plane,5,17.52,46.02,32.47,Card,Rock,3,Artist A,9.0,8,2,4,Yes
TCK100598,3-day Pass,200,2025-02-12,2025-05-03,14:07,No,ATD200598,29,Other,Barcelona,Car,5,1.35,25.64,89.19,Card,Indie,3,Artist C,10.5,10,7,1,No
TCK102176,3-day Pass,200,2025-04-23,2025-05-02,21:44,Yes,ATD202176,19,Male,Zaragoza,Train,5,10.44,54.18,93.91,Card,Reggaeton,4,Artist C,10.8,7,6,4,Yes
TCK101479,3-day Pass,200,2025-04-12,2025-05-02,18:07,Yes,ATD201479,29,Other,Malaga,Bus,3,48.78,32.13,74.3,Cash,Pop,3,Artist D,11.8,9,6,9,Yes
TCK103974,VIP,150,2025-02-25,2025-05-03,19:31,Yes,ATD203974,31,Male,Barcelona,Plane,4,33.62,48.08,73.73,Cash,Rock,2,Artist B,5.1,6,10,8,Yes
TCK104133,General,80,2025-02-03,2025-05-03,17:59,Yes,ATD204133,58,Male,Barcelona,Bus,4,40.69,19.27,49.9,Festival App,Pop,1,Artist E,3.3,4,7,1,No
TCK106624,VIP,150,2025-04-19,2025-05-02,19:21,Yes,ATD206624,18,Other,Zaragoza,Bus,4,42.9,6.47,57.95,Cash,Hip-Hop,4,Artist B,5.8,7,7,8,Yes
TCK100990,VIP,150,2025-03-02,2025-05-03,20:40,Yes,ATD200990,51,Other,Zaragoza,Bus,5,9.45,22.73,26.16,Card,Rock,4,Artist A,3.1,8,1,6,No
TCK108279,VIP,150,2025-02-25,2025-05-01,16:19,Yes,ATD208279,22,Male,Malaga,Bus,3,14.79,57.34,23.76,Cash,Reggaeton,2,Artist C,8.5,5,5,5,No
TCK101155,General,80,2025-02-10,2025-05-01,17:06,Yes,ATD201155,34,Other,Sevilla,Other,2,6.48,1.65,56.18,Cash,Rock,1,Artist C,10.2,9,1,6,No
TCK104215,General,80,2025-03-29,2025-05-02,21:09,Yes,ATD204215,36,Female,Zaragoza,Train,2,31.9,36.37,44.94,Cash,Reggaeton,4,Artist B,2.7,8,7,7,Yes
TCK103141,General,80,2025-03-27,2025-05-02,18:52,Yes,ATD203141,42,Male,Barcelona,Other,5,6.82,25.37,35.24,Cash,Hip-Hop,1,Artist D,10.3,4,2,10,Yes
TCK105399,General,80,2025-03-28,2025-05-01,19:39,No,ATD205399,20,Other,Sevilla,Bus,2,48.01,47.34,33.23,Card,Pop,4,Artist A,7.3,2,5,6,No
TCK108224,General,80,2025-03-26,2025-05-01,14:01,Yes,ATD208224,48,Female,Valencia,Plane,4,13.92,51.09,49.66,Card,Rock,3,Artist E,4.2,4,8,10,Yes
TCK101336,General,80,2025-04-29,2025-05-01,20:50,Yes,ATD201336,37,Female,Valencia,Bus,4,34.6,40.2,64.62,Cash,hiphop,4,Artist D,5.7,9,7,10,Yes
TCK102950,3-day Pass,200,2025-03-22,2025-05-03,19:47,Yes,ATD202950,57,Other,Valencia,Bus,5,9.35,10.89,64.63,Cash,Electronic,3,Artist C,4.0,3,2,10,No
TCK105026,General,80,2025-02-24,2025-05-01,21:04,Yes,ATD205026,44,Other,Valencia,Other,5,13.83,35.04,63.12,Cash,Hip-Hop,2,Artist A,10.4,4,9,4,Yes
TCK100489,General,80,2025-03-08,2025-05-02,19:39,No,ATD200489,44,Male,Sevilla,Bus,4,22.86,55.76,75.07,Card,Electronic,2,Artist A,2.5,3,10,7,No
TCK104660,VIP,150,2025-03-08,2025-05-01,15:09,Yes,ATD204660,57,Male,Malaga,Bus,2,22.17,23.16,95.36,Cash,Pop,1,Artist E,11.4,6,1,5,No
TCK105827,General,80,2025-04-30,2025-05-02,17:53,Yes,ATD205827,29,Male,Zaragoza,Bus,5,21.0,17.63,42.33,Cash,Pop,2,Artist B,10.5,4,5,6,No
TCK105697,VIP,150,2025-04-20,2025-05-02,19:46,Yes,ATD205697,23,Male,Valencia,Car,2,35.05,2.9,98.85,Festival App,Rock,1,Artist A,5.4,7,7,6,No
TCK105284,General,80,2025-04-17,2025-05-02,17:05,Yes,ATD205284,19,Male,Barcelona,Plane,4,13.41,33.29,98.9,Cash,Electronic,4,Artist E,11.8,8,4,4,Yes
TCK105603,3-day Pass,200,2025-04-28,2025-05-03,22:31,Yes,ATD205603,42,Female,Barcelona,Bus,1,26.38,57.7,4.53,Card,Hip-Hop,1,Artist E,7.4,4,6,9,No
TCK104138,3-day Pass,200,2025-03-27,2025-05-02,22:15,Yess,ATD204138,24,Other,Malaga,Train,5,37.28,20.65,35.88,Card,Hip-Hop,4,Artist C,5.0,2,9,8,No
TCK100415,General,80,2025-02-13,2025-05-01,20:06,Yes,ATD200415,52,Female,Sevilla,Bus,3,25.91,19.56,84.43,Cash,Electronic,4,Artist A,5.1,7,7,1,Yes
TCK107730,General,80,2025-03-05,2025-05-01,22:00,Yes,ATD207730,18,Male,Valencia,Car,1,13.45,41.94,78.7,Festival App,Electronic,4,Artist A,4.1,4,7,1,Yes
TCK107080,3-day Pass,200,2025-03-20,2025-05-01,14:51,Yes,ATD207080,45,Male,Bilbao,Plane,2,5.33,44.93,62.53,Festival App,Pop,4,Artist D,2.3,1,10,6,No
TCK102601,General,80,2025-03-14,2025-05-03,14:40,Yes,ATD202601,51,Male,Valencia,Plane,2,43.29,26.53,98.17,Card,Rock,4,Artist A,2.2,1,7,9,No
TCK102880,3-day Pass,200,2025-04-07,2025-05-02,15:34,Yes,ATD202880,33,Other,Zaragoza,Car,2,34.79,3.63,8.1,Card,Pop,4,Artist C,4.6,6,6,7,Yes
TCK100114,VIP,150,2025-04-25,2025-05-03,20:36,Yes,ATD200114,34,Female,Valencia,Other,2,18.92,3.04,27.4,Festival App,Electronic,3,Artist A,11.8,9,6,8,Yes
TCK108368,3-day Pass,200,2025-03-03,2025-05-03,17:15,Yes,ATD208368,35,Other,Madrid,Other,1,44.1,14.06,43.75,Card,Reggaeton,2,Artist C,6.2,9,10,1,No
TCK101689,General,80,2025-02-01,2025-05-03,20:00,Yes,ATD201689,35,Female,Sevilla,Train,5,39.68,12.23,43.61,Cash,Rock,1,Artist A,7.7,5,1,6,No
TCK101826,General,80,2025-03-05,2025-05-03,20:04,Yes,ATD201826,40,Female,Madrid,Other,2,29.79,1.88,88.28,Festival App,Rock,3,Artist C,5.0,1,3,4,No
TCK103223,General,80,2025-03-08,2025-05-01,21:10,Yes,ATD203223,18,Female,Malaga,Car,2,17.37,26.25,85.39,Card,Pop,1,Artist D,7.1,6,7,4,No
TCK107299,3-day Pass,200,2025-02-06,2025-05-03,14:46,Yes,ATD207299,27,Male,Malaga,Car,5,44.2,47.74,90.24,Cash,Pop,4,Artist B,4.5,4,4,2,Yes
TCK101106,VIP,150,2025-02-12,2025-05-03,20:37,Yes,ATD201106,46,Female,Madrid,Train,1,9.59,59.53,42.05,Cash,Pop,2,Artist A,6.3,1,7,9,No
TCK103198,3-day Pass,200,2025-04-02,2025-05-03,21:56,Yes,ATD203198,35,Other,Malaga,Car,4,44.96,55.95,82.44,Cash,Electronic,2,Artist C,9.2,2,10,4,No
TCK107045,General,80,2025-02-22,2025-05-03,17:06,No,ATD207045,49,Other,Barcelona,Car,4,31.08,9.8,56.22,Festival App,Reggaeton,2,Artist B,2.0,7,8,8,Yes
TCK109212,General,80,2025-04-06,2025-05-02,17:06,Yes,ATD209212,43,Female,Madrid,Other,4,0.08,57.13,18.85,Card,Indie,2,Artist A,2.9,8,10,7,Yes
TCK105373,VIP,150,2025-02-04,2025-05-03,18:09,Yes,ATD205373,25,Male,Sevilla,Train,2,31.74,37.96,13.47,Festival App,Electronic,2,Artist E,8.5,6,6,5,Yes
TCK109029,3-day Pass,200,2025-03-01,2025-05-02,22:46,Yes,ATD209029,57,Other,Malaga,Car,1,16.67,15.95,53.65,Cash,Reggaeton,3,Artist D,4.4,6,1,8,Yes
TCK108998,General,80,2025-02-26,2025-05-03,14:33,Yes,ATD208998,55,Other,Sevilla,Other,2,4.02,34.33,45.42,Festival App,Reggaeton,1,Artist E,11.9,10,9,1,Yes
TCK102068,VIP,150,2025-02-14,2025-05-03,21:56,Yes,ATD202068,25,Male,Malaga,Plane,2,6.78,12.23,41.11,Festival App,Hip-Hop,4,Artist C,6.6,5,9,2,No
TCK108030,General,80,2025-02-02,2025-05-03,15:55,Yes,ATD208030,55,Female,Bilbao,Car,4,44.57,19.96,29.02,Festival App,Reggaeton,4,Artist D,11.3,7,3,4,No
TCK107143,3-day Pass,200,2025-02-12,2025-05-02,20:51,Yes,ATD207143,56,Other,Barcelona,Bus,4,35.28,45.7,60.76,Festival App,Hip-Hop,3,Artist C,6.2,2,6,10,No
TCK101448,VIP,150,2025-03-04,2025-05-01,15:08,Yes,ATD201448,54,Male,Valencia,Other,2,47.06,32.9,82.5,Festival App,hiphop,4,Artist A,11.8,3,7,9,No
TCK108949,3-day Pass,200,2025-02-04,2025-05-02,16:15,No,ATD208949,53,Female,Bilbao,Bus,3,18.97,32.67,27.64,Card,Electronic,2,Artist C,4.0,1,10,9,Yes
TCK104281,3-day Pass,200,2025-03-31,2025-05-03,14:44,No,ATD204281,44,Female,Barcelona,Train,5,34.84,31.95,48.53,Cash,Indie,2,Artist D,4.3,6,1,9,No
TCK102097,VIP,150,2025-03-23,2025-05-01,19:28,Yes,ATD202097,39,Male,Zaragoza,Car,2,36.45,1.45,61.93,Card,Pop,3,Artist A,11.2,6,4,9,Yes
TCK105572,3-day Pass,200,2025-02-28,2025-05-02,14:21,Yes,ATD205572,25,Other,Valencia,Train,4,28.25,46.49,93.25,Card,Indie,3,Artist A,10.7,10,3,9,Yes
TCK105606,VIP,150,2025-04-24,2025-05-02,14:37,Yes,ATD205606,21,Female,Madrid,Car,5,4.19,16.17,68.25,Festival App,Hip-Hop,2,Artist E,9.8,1,9,4,Yes
TCK105449,General,80,2025-03-06,2025-05-02,15:26,Yes,ATD205449,25,Other,Bilbao,Other,5,43.18,53.09,97.87,Card,Reggaeton,3,Artist A,3.7,6,10,8,No
