ticket_id,ticket_id_id
TCK109029,128
TCK108998,129
TCK102068,130
TCK108030,131
TCK107143,132
TCK101448,133
TCK108949,134
TCK104281,135
TCK102097,136
TCK105572,137
TCK105606,138
TCK105449,139
TCK100903,140
TCK107423,141
TCK102412,142
TCK107292,143
TCK108440,144
TCK100240,145
TCK106195,146
TCK103461,147
TCK104070,148
TCK103619,149
TCK104661,150
TCK106363,151
TCK101420,152
TCK104319,153
TCK103815,154
TCK109115,155
TCK101613,156
TCK103353,157
TCK105056,158
TCK100010,159
TCK106489,160
TCK109121,161
TCK106684,162
TCK106068,163
TCK104243,164
TCK104565,165
TCK107293,166
TCK104495,167
TCK106447,168
TCK106148,169
TCK106345,170
TCK105222,171
TCK107106,172
TCK102340,173
TCK103419,174
TCK108365,175
TCK106769,176
TCK100224,177
TCK101651,178
TCK107036,179
TCK105322,180
TCK103035,181
TCK100272,182
TCK107093,183
TCK104898,184
TCK101860,185
TCK103150,186
TCK104690,187
TCK103472,188
TCK100471,189
TCK109093,190
TCK106053,191
TCK104578,192
TCK106563,193
TCK107952,194
TCK109274,195
TCK105358,196
TCK101006,197
TCK102933,198
TCK106018,199
TCK101185,200
TCK101624,201
TCK107926,202
TCK103950,203
TCK105580,204
TCK107406,205
TCK103663,206
TCK108120,207
TCK109032,208
TCK107801,209
TCK104343,210
TCK104969,211
TCK101680,212
TCK105443,213
TCK102957,214
TCK104261,215
TCK106843,216
TCK104671,217
TCK109288,218
TCK109148,219
TCK104295,220
TCK100198,221
TCK104606,222
TCK103938,223
TCK100841,224
TCK105772,225
TCK106880,226
TCK100672,227
TCK103206,228
TCK104991,229
TCK105548,230
TCK109164,231
TCK101835,232
TCK106907,233
TCK106548,234
TCK103178,235
TCK104108,236
TCK105296,237
TCK105870,238
TCK103105,239
TCK107171,240
TCK106537,241
TCK103471,242
TCK109282,243
TCK101984,244
TCK101747,245
TCK109065,246
TCK105309,247
TCK103863,248
TCK103746,249
TCK103709,250
TCK104378,251
TCK101138,252
TCK101995,253
TCK101124,254
TCK107053,255
TCK106209,256
TCK105297,257
TCK100682,258
TCK104803,259
TCK104131,260
TCK100329,261
TCK105507,262
TCK108691,263
TCK100812,264
TCK100558,265
TCK105511,266
TCK105689,267
TCK106125,268
TCK108869,269
TCK107830,270
TCK105566,271
TCK101149,272
TCK105073,273
TCK108214,274
TCK106423,275
TCK100117,276
TCK103791,277
TCK103570,278
TCK108828,279
TCK104462,280
TCK108299,281
TCK102588,282
TCK105367,283
TCK100070,284
TCK108186,285
TCK105353,286
TCK105636,287
TCK102123,288
TCK107600,289
TCK101581,290
TCK101070,291
TCK108318,292
TCK108985,293
TCK100987,294
TCK105778,295
TCK107447,296
TCK108274,297
TCK107371,298
TCK100668,299
TCK105236,300
TCK106690,301
TCK105897,302
TCK102058,303
TCK106823,304
TCK102245,305
TCK106848,306
TCK105645,307
TCK100705,308
TCK101128,309
TCK104384,310
TCK103859,311
TCK102034,312
TCK103853,313
TCK100926,314
TCK103886,315
TCK106680,316
TCK108092,317
TCK104594,318
TCK102486,319
TCK104414,320
TCK108404,321
TCK101983,322
TCK104547,323
TCK105470,324
TCK103160,325
TCK105047,326
TCK101343,327
TCK107841,328
TCK108330,329
TCK105794,330
TCK105167,331
TCK102834,332
TCK105883,333
TCK100647,334
TCK104044,335
TCK103822,336
TCK102793,337
TCK101346,338
TCK104113,339
TCK102136,340
TCK100924,341
TCK102398,342
TCK101417,343
TCK100020,344
TCK101889,345
TCK105711,346
TCK100232,347
TCK109072,348
TCK102596,349
TCK103986,350
TCK108872,351
TCK102476,352
TCK102839,353
TCK109242,354
TCK107239,355
TCK105617,356
TCK108611,357
TCK104181,358
TCK100487,359
TCK102107,360
TCK102771,361
TCK100072,362
TCK108636,363
TCK104989,364
TCK105907,365
TCK101306,366
TCK101176,367
TCK108787,368
TCK102941,369
TCK102742,370
TCK101745,371
TCK104817,372
TCK107365,373
TCK106750,374
TCK103926,375
TCK104522,376
TCK106765,377
TCK106266,378
TCK106224,379
TCK102525,380
TCK105265,381
TCK107047,382
TCK107900,383
TCK106526,384
TCK108447,385
TCK103224,386
TCK101857,387
TCK103268,388
TCK106840,389
TCK106716,390
TCK102904,391
TCK108926,392
TCK108045,393
TCK103889,394
TCK105355,395
TCK104845,396
TCK102555,397
TCK106259,398
TCK102723,399
TCK102457,400
TCK101406,401
TCK100542,402
TCK101428,403
TCK105240,404
TCK100245,405
TCK109084,406
TCK109166,407
TCK103673,408
TCK100123,409
TCK109219,410
TCK105642,411
TCK102502,412
TCK105594,413
TCK105520,414
TCK106835,415
TCK102740,416
TCK105371,417
TCK103773,418
TCK105882,419
TCK107393,420
TCK105188,421
TCK102790,422
TCK107708,423
TCK101386,424
TCK102562,425
TCK106571,426
TCK108984,427
TCK105553,428
TCK106633,429
TCK101099,430
TCK106117,431
TCK103148,432
TCK105936,433
TCK108727,434
TCK106319,435
TCK101537,436
TCK103622,437
TCK105209,438
TCK108106,439
TCK106086,440
TCK106177,441
TCK100872,442
TCK103792,443
TCK101766,444
TCK101423,445
TCK106235,446
TCK105950,447
TCK103465,448
TCK101876,449
TCK100309,450
TCK103550,451
TCK106425,452
TCK106370,453
TCK100193,454
TCK106079,455
TCK108529,456
TCK101395,457
TCK102334,458
TCK100190,459
TCK104821,460
TCK104943,461
TCK104065,462
TCK101717,463
TCK106294,464
TCK106380,465
TCK102505,466
TCK107766,467
TCK105704,468
TCK102380,469
TCK106955,470
TCK102201,471
TCK106778,472
TCK102932,473
TCK108898,474
TCK105199,475
TCK103881,476
TCK105734,477
TCK106822,478
TCK106615,479
TCK109200,480
TCK102353,481
TCK108717,482
TCK107914,483
TCK106403,484
TCK105187,485
TCK100279,486
TCK105356,487
TCK106550,488
TCK105670,489
TCK101174,490
TCK102209,491
TCK103277,492
TCK101571,493
TCK105738,494
TCK105624,495
TCK107011,496
TCK106031,497
TCK107417,498
TCK103487,499
TCK109168,500
TCK104118,501
TCK107825,502
TCK104520,503
TCK101507,504
TCK105119,505
TCK108033,506
TCK107835,507
TCK102789,508
TCK102031,509
TCK105093,510
TCK104254,511
TCK106713,512
TCK108778,513
TCK100586,514
TCK103633,515
TCK105046,516
TCK101104,517
TCK101828,518
TCK104987,519
TCK106956,520
TCK102735,521
TCK108982,522
TCK102976,523
TCK105214,524
TCK100728,525
TCK105149,526
TCK104535,527
TCK108153,528
TCK109235,529
TCK100599,530
TCK107268,531
TCK100721,532
TCK107840,533
TCK100816,534
TCK106454,535
TCK108658,536
TCK105525,537
TCK106847,538
TCK106809,539
TCK108961,540
TCK106406,541
TCK100306,542
TCK106865,543
TCK107071,544
TCK105751,545
TCK105796,546
TCK106246,547
TCK108606,548
TCK102582,549
TCK103336,550
TCK106426,551
TCK100949,552
TCK104818,553
TCK107407,554
TCK101354,555
TCK100896,556
TCK105811,557
TCK102134,558
TCK104602,559
TCK109004,560
TCK105065,561
TCK107090,562
TCK107010,563
TCK109054,564
TCK100121,565
TCK108044,566
TCK103060,567
TCK101869,568
TCK100310,569
TCK106863,570
TCK106677,571
TCK106576,572
TCK101368,573
TCK100043,574
TCK101977,575
TCK104610,576
TCK102384,577
TCK105958,578
TCK108788,579
TCK105896,580
TCK100993,581
TCK107530,582
TCK102240,583
TCK100745,584
TCK105985,585
TCK100259,586
TCK106456,587
TCK103098,588
TCK106638,589
TCK102411,590
TCK103355,591
TCK102664,592
TCK106492,593
TCK104321,594
TCK104819,595
TCK101483,596
TCK104119,597
TCK106528,598
TCK103089,599
TCK107572,600
TCK100951,601
TCK105161,602
TCK107459,603
TCK100007,604
TCK104438,605
TCK107026,606
TCK100885,607
TCK106206,608
TCK102045,609
TCK101080,610
TCK105893,611
TCK106249,612
TCK102475,613
TCK106252,614
TCK104365,615
TCK102356,616
TCK109091,617
TCK105934,618
TCK105204,619
TCK106724,620
TCK103003,621
TCK102229,622
TCK103082,623
TCK101143,624
TCK108583,625
TCK105725,626
TCK102206,627
TCK101441,628
TCK107944,629
TCK106887,630
TCK107466,631
TCK108149,632
TCK108809,633
TCK107691,634
TCK106104,635
TCK100741,636
TCK103473,637
TCK102217,638
TCK104248,639
TCK108568,640
TCK106479,641
TCK104764,642
TCK101281,643
TCK103643,644
TCK105546,645
TCK104599,646
TCK106564,647
TCK103931,648
TCK104273,649
TCK107660,650
TCK102477,651
TCK109069,652
TCK108210,653
TCK102672,654
TCK108576,655
TCK105490,656
TCK102919,657
TCK106287,658
TCK108991,659
TCK105349,660
TCK100641,661
TCK108116,662
TCK104207,663
TCK109153,664
TCK105357,665
TCK104975,666
TCK101639,667
TCK106910,668
TCK109098,669
TCK103255,670
TCK107242,671
TCK105163,672
TCK108959,673
TCK106834,674
TCK109233,675
TCK104806,676
TCK107866,677
TCK104126,678
TCK105482,679
TCK108222,680
TCK106657,681
TCK107361,682
TCK109155,683
TCK108798,684
TCK103481,685
TCK100390,686
TCK104395,687
TCK102675,688
TCK108848,689
TCK107322,690
TCK109293,691
TCK107089,692
TCK106893,693
TCK101101,694
TCK107647,695
TCK105724,696
TCK100810,697
TCK104941,698
TCK106559,699
TCK104472,700
TCK102889,701
TCK105970,702
TCK105977,703
TCK106517,704
TCK105480,705
TCK100752,706
TCK104537,707
TCK104304,708
TCK105867,709
TCK104684,710
TCK107488,711
TCK102781,712
TCK103213,713
TCK107125,714
TCK102355,715
TCK105336,716
TCK102262,717
TCK106243,718
TCK106407,719
TCK100033,720
TCK103642,721
TCK101566,722
TCK104503,723
TCK102644,724
TCK108730,725
TCK104932,726
TCK102364,727
TCK100709,728
TCK104431,729
TCK100801,730
TCK102685,731
TCK105444,732
TCK109060,733
TCK108198,734
TCK105104,735
TCK108742,736
TCK103545,737
TCK102739,738
TCK100263,739
TCK107225,740
TCK104409,741
TCK107185,742
TCK101061,743
TCK104642,744
TCK100836,745
TCK106169,746
TCK101377,747
TCK103930,748
TCK100530,749
TCK104511,750
TCK105254,751
TCK100498,752
TCK108110,753
TCK101899,754
TCK103294,755
TCK104481,756
TCK102448,757
TCK106773,758
TCK107148,759
TCK104399,760
TCK103137,761
TCK106988,762
TCK108951,763
TCK108708,764
TCK101933,765
TCK107613,766
TCK105900,767
TCK103996,768
TCK105114,769
TCK105224,770
TCK105067,771
TCK108744,772
TCK107302,773
TCK106391,774
TCK107192,775
TCK109203,776
TCK100356,777
TCK104242,778
TCK109021,779
TCK108779,780
TCK108038,781
TCK102966,782
TCK107294,783
TCK107077,784
TCK104701,785
TCK107751,786
TCK101051,787
TCK107463,788
TCK102764,789
TCK107151,790
TCK104917,791
TCK108469,792
TCK103233,793
TCK104856,794
TCK103432,795
TCK100361,796
TCK107006,797
TCK102326,798
TCK105307,799
TCK101049,800
TCK102090,801
TCK100762,802
TCK107117,803
TCK106614,804
TCK107659,805
TCK108981,806
TCK107348,807
TCK107851,808
TCK106136,809
TCK107211,810
TCK107532,811
TCK103011,812
TCK101842,813
TCK101779,814
TCK101159,815
TCK102708,816
TCK105830,817
TCK103971,818
TCK103225,819
TCK105889,820
TCK102828,821
TCK101065,822
TCK101472,823
TCK103617,824
TCK108953,825
TCK100747,826
TCK101962,827
TCK108560,828
TCK108425,829
TCK105390,830
TCK101557,831
TCK100965,832
TCK105773,833
TCK108929,834
TCK108893,835
TCK104091,836
TCK105801,837
TCK100846,838
TCK106208,839
TCK101452,840
TCK107359,841
TCK101999,842
TCK104216,843
TCK100265,844
TCK108102,845
TCK105359,846
TCK101307,847
TCK102571,848
TCK102731,849
TCK109276,850
TCK106604,851
TCK104427,852
TCK109127,853
TCK100208,854
TCK106167,855
TCK105049,856
TCK100213,857
TCK109297,858
TCK103999,859
TCK105537,860
TCK107738,861
TCK100243,862
TCK100401,863
TCK106513,864
TCK107939,865
TCK104383,866
TCK103726,867
TCK100322,868
TCK107618,869
TCK103651,870
TCK102711,871
TCK106146,872
TCK107374,873
TCK101158,874
TCK104425,875
TCK103366,876
TCK101735,877
TCK104054,878
TCK108654,879
TCK106040,880
TCK102433,881
TCK107810,882
TCK106188,883
TCK105523,884
TCK106429,885
TCK105684,886
TCK102879,887
TCK103890,888
TCK105557,889
TCK104608,890
TCK101638,891
TCK106581,892
TCK105613,893
TCK107381,894
TCK103207,895
TCK104401,896
TCK101018,897
TCK100168,898
TCK105014,899
TCK107186,900
TCK100465,901
TCK103880,902
TCK100570,903
TCK103635,904
TCK108103,905
TCK107682,906
TCK102196,907
TCK105860,908
TCK103468,909
TCK102569,910
TCK106108,911
TCK106617,912
TCK108604,913
TCK100347,914
TCK100049,915
TCK103424,916
TCK102081,917
TCK108832,918
TCK105916,919
TCK109147,920
TCK105755,921
TCK100691,922
TCK104087,923
TCK107129,924
TCK107860,925
TCK101319,926
TCK105276,927
TCK104763,928
TCK104979,929
TCK109112,930
TCK107399,931
TCK104050,932
TCK102286,933
TCK106002,934
TCK103674,935
TCK108035,936
TCK100029,937
TCK101688,938
TCK101293,939
TCK106347,940
TCK103112,941
TCK100616,942
TCK101872,943
TCK107758,944
TCK104168,945
TCK101536,946
TCK109299,947
TCK107471,948
TCK100981,949
TCK108666,950
TCK102449,951
TCK103858,952
TCK102734,953
TCK108337,954
TCK104062,955
TCK102400,956
TCK102472,957
TCK105008,958
TCK102857,959
TCK104983,960
TCK103682,961
TCK103670,962
TCK106309,963
TCK106216,964
TCK101998,965
TCK102653,966
TCK107507,967
TCK101668,968
TCK105280,969
TCK105496,970
TCK107920,971
TCK102526,972
TCK105641,973
TCK103367,974
TCK106247,975
TCK105059,976
TCK106862,977
TCK100920,978
TCK101414,979
TCK102402,980
TCK105347,981
TCK104460,982
TCK105033,983
TCK104851,984
TCK100145,985
TCK108179,986
TCK107603,987
TCK103814,988
TCK102285,989
TCK102296,990
TCK103727,991
TCK106689,992
TCK107397,993
TCK101529,994
TCK104497,995
TCK100597,996
TCK100124,997
TCK102606,998
TCK105391,999
TCK102377,1000
TCK101650,1001
TCK101534,1002
TCK105075,1003
TCK100394,1004
TCK100879,1005
TCK106793,1006
TCK101772,1007
TCK100359,1008
TCK107426,1009
TCK104571,1010
TCK105473,1011
TCK105501,1012
TCK105325,1013
TCK108548,1014
TCK106307,1015
TCK107300,1016
TCK103527,1017
TCK109186,1018
TCK105544,1019
TCK108111,1020
TCK108784,1021
TCK101040,1022
TCK105189,1023
TCK103423,1024
TCK105740,1025
TCK101575,1026
TCK102721,1027
TCK101194,1028
TCK106399,1029
TCK102652,1030
TCK101925,1031
TCK107526,1032
TCK102519,1033
TCK104894,1034
TCK107657,1035
TCK107297,1036
TCK102388,1037
TCK103516,1038
TCK100315,1039
TCK102331,1040
TCK100080,1041
TCK105529,1042
TCK103434,1043
TCK107701,1044
TCK101556,1045
TCK100024,1046
TCK108040,1047
TCK108000,1048
TCK106585,1049
TCK107785,1050
TCK107262,1051
TCK106664,1052
TCK108712,1053
TCK109310,1054
TCK100572,1055
TCK102974,1056
TCK106476,1057
TCK102570,1058
TCK104178,1059
TCK104741,1060
TCK105122,1061
TCK106922,1062
TCK104182,1063
TCK107035,1064
TCK104862,1065
TCK107317,1066
TCK102251,1067
TCK106644,1068
TCK106065,1069
TCK105086,1070
TCK106605,1071
TCK105571,1072
TCK101359,1073
TCK105952,1074
TCK106081,1075
TCK106114,1076
TCK104712,1077
TCK107888,1078
TCK107895,1079
TCK103842,1080
TCK103454,1081
TCK105732,1082
TCK108139,1083
TCK104482,1084
TCK106815,1085
TCK108849,1086
TCK108091,1087
TCK106543,1088
TCK107817,1089
TCK102628,1090
TCK102274,1091
TCK107122,1092
TCK107195,1093
TCK100686,1094
TCK102743,1095
TCK105419,1096
TCK102717,1097
TCK108023,1098
TCK107289,1099
TCK105745,1100
TCK108598,1101
TCK102258,1102
TCK100665,1103
TCK101803,1104
TCK102878,1105
TCK102005,1106
TCK107032,1107
TCK104468,1108
TCK105800,1109
TCK102625,1110
TCK103828,1111
TCK103981,1112
TCK102590,1113
TCK100113,1114
TCK103997,1115
TCK109037,1116
TCK105771,1117
TCK105674,1118
TCK103416,1119
TCK104210,1120
TCK107108,1121
TCK102317,1122
TCK109097,1123
TCK105682,1124
TCK101299,1125
TCK101282,1126
TCK106358,1127
TCK101649,1128
TCK105990,1129
TCK102470,1130
TCK102062,1131
TCK107743,1132
TCK109241,1133
TCK105272,1134
TCK105709,1135
TCK101738,1136
TCK102785,1137
TCK102915,1138
TCK106601,1139
TCK106514,1140
TCK104670,1141
TCK108648,1142
TCK103830,1143
TCK100343,1144
TCK104629,1145
TCK102061,1146
TCK104072,1147
TCK103783,1148
TCK105164,1149
TCK105468,1150
TCK103386,1151
TCK108366,1152
TCK103289,1153
TCK106645,1154
TCK105432,1155
TCK108675,1156
TCK108029,1157
TCK108797,1158
TCK100093,1159
TCK100293,1160
TCK101456,1161
TCK109095,1162
TCK103322,1163
TCK101144,1164
TCK105054,1165
TCK105808,1166
TCK103338,1167
TCK108428,1168
TCK104576,1169
TCK106102,1170
TCK103401,1171
TCK101399,1172
TCK107557,1173
TCK101083,1174
TCK107571,1175
TCK108457,1176
TCK101004,1177
TCK106502,1178
TCK105150,1179
TCK104986,1180
TCK102493,1181
TCK103433,1182
TCK107656,1183
TCK103905,1184
TCK103954,1185
TCK101198,1186
TCK105354,1187
TCK105595,1188
TCK107094,1189
TCK102000,1190
TCK108521,1191
TCK106707,1192
TCK100621,1193
TCK106233,1194
TCK100557,1195
TCK102524,1196
TCK107808,1197
TCK100575,1198
TCK102244,1199
TCK105090,1200
TCK104926,1201
TCK100786,1202
TCK105324,1203
TCK106967,1204
TCK108841,1205
TCK105465,1206
TCK106703,1207
TCK100726,1208
TCK108303,1209
TCK101851,1210
TCK102896,1211
TCK100280,1212
TCK104288,1213
TCK108710,1214
TCK101961,1215
TCK105597,1216
TCK106268,1217
TCK103721,1218
TCK100479,1219
TCK104553,1220
TCK103256,1221
TCK105585,1222
TCK102663,1223
TCK108825,1224
TCK102594,1225
TCK103106,1226
TCK109063,1227
TCK108650,1228
TCK101753,1229
TCK100203,1230
TCK108117,1231
TCK108980,1232
TCK106290,1233
TCK104808,1234
TCK101323,1235
TCK101156,1236
TCK101411,1237
TCK103850,1238
TCK108789,1239
TCK103306,1240
TCK104275,1241
TCK104095,1242
TCK107398,1243
TCK103585,1244
TCK101982,1245
TCK100797,1246
TCK103502,1247
TCK104263,1248
TCK100084,1249
TCK103872,1250
TCK105037,1251
TCK104274,1252
TCK103464,1253
TCK101661,1254
TCK101220,1255
TCK106939,1256
TCK102873,1257
TCK104743,1258
TCK106116,1259
TCK100440,1260
TCK103128,1261
TCK103961,1262
TCK103878,1263
TCK107445,1264
TCK104051,1265
TCK102055,1266
TCK107451,1267
TCK100883,1268
TCK100470,1269
TCK103793,1270
TCK106366,1271
TCK101509,1272
TCK102547,1273
TCK107912,1274
TCK100103,1275
TCK105620,1276
TCK102140,1277
TCK109222,1278
TCK101192,1279
TCK101672,1280
TCK104630,1281
TCK106527,1282
TCK102783,1283
TCK107576,1284
TCK101288,1285
TCK106701,1286
TCK103180,1287
TCK106480,1288
TCK105271,1289
TCK101547,1290
TCK101870,1291
TCK100912,1292
TCK104290,1293
TCK104876,1294
TCK108864,1295
TCK103598,1296
TCK101305,1297
TCK102393,1298
TCK101162,1299
TCK101913,1300
TCK101930,1301
TCK103205,1302
TCK103764,1303
TCK104352,1304
TCK102727,1305
TCK104441,1306
TCK101120,1307
TCK101572,1308
TCK102983,1309
TCK105332,1310
TCK100022,1311
TCK100913,1312
TCK103717,1313
TCK108587,1314
TCK101972,1315
TCK109285,1316
TCK103145,1317
TCK101726,1318
TCK103867,1319
TCK103844,1320
TCK100615,1321
TCK105533,1322
TCK107536,1323
TCK100602,1324
TCK105157,1325
TCK104334,1326
TCK103708,1327
TCK109304,1328
TCK109012,1329
TCK101897,1330
TCK101780,1331
TCK105861,1332
TCK105780,1333
TCK103948,1334
TCK102951,1335
TCK107201,1336
TCK100504,1337
TCK106219,1338
TCK102863,1339
TCK102730,1340
TCK108820,1341
TCK103152,1342
TCK109227,1343
TCK107153,1344
TCK100648,1345
TCK108331,1346
TCK101781,1347
TCK101684,1348
TCK100036,1349
TCK106035,1350
TCK106410,1351
TCK103078,1352
TCK108804,1353
TCK102413,1354
TCK105402,1355
TCK105810,1356
TCK100934,1357
TCK102064,1358
TCK104398,1359
TCK105741,1360
TCK106157,1361
TCK106895,1362
TCK101074,1363
TCK106668,1364
TCK108944,1365
TCK107544,1366
TCK103599,1367
TCK104360,1368
TCK108333,1369
TCK106357,1370
TCK108479,1371
TCK108257,1372
TCK106442,1373
TCK107346,1374
TCK107358,1375
TCK100271,1376
TCK104220,1377
TCK101721,1378
TCK105832,1379
TCK102385,1380
TCK101415,1381
TCK102658,1382
TCK106789,1383
TCK106090,1384
TCK107519,1385
TCK100617,1386
TCK102850,1387
TCK102552,1388
TCK100545,1389
TCK100295,1390
TCK100692,1391
TCK102797,1392
TCK100133,1393
TCK106639,1394
TCK102323,1395
TCK108041,1396
TCK105698,1397
TCK104616,1398
TCK100170,1399
TCK100406,1400
TCK101838,1401
TCK102888,1402
TCK106215,1403
TCK104579,1404
TCK104711,1405
TCK102474,1406
TCK102284,1407
TCK103379,1408
TCK106736,1409
TCK103244,1410
TCK109049,1411
TCK108594,1412
TCK101602,1413
TCK106826,1414
TCK107665,1415
TCK101344,1416
TCK107816,1417
TCK100929,1418
TCK103860,1419
TCK102887,1420
TCK103409,1421
TCK106468,1422
TCK107157,1423
TCK106963,1424
TCK107327,1425
TCK104577,1426
TCK103829,1427
TCK101015,1428
TCK101388,1429
TCK104386,1430
TCK102252,1431
TCK103648,1432
TCK103172,1433
TCK108726,1434
TCK109331,1435
TCK104595,1436
TCK102303,1437
TCK108791,1438
TCK100059,1439
TCK107842,1440
TCK101142,1441
TCK106515,1442
TCK107873,1443
TCK102367,1444
TCK105878,1445
TCK106691,1446
TCK100291,1447
TCK105267,1448
TCK102350,1449
TCK103357,1450
TCK103310,1451
TCK104171,1452
TCK104924,1453
TCK102131,1454
TCK104347,1455
TCK108367,1456
TCK104013,1457
TCK101636,1458
TCK101121,1459
TCK100199,1460
TCK101590,1461
TCK102389,1462
TCK102703,1463
TCK105673,1464
TCK100426,1465
TCK100437,1466
TCK102819,1467
TCK101089,1468
TCK105968,1469
TCK101330,1470
TCK109296,1471
TCK108677,1472
TCK102342,1473
TCK103888,1474
TCK105730,1475
TCK103510,1476
TCK104783,1477
TCK102549,1478
TCK106582,1479
TCK103614,1480
TCK100324,1481
TCK108877,1482
TCK101896,1483
TCK107598,1484
TCK100073,1485
TCK108928,1486
TCK100774,1487
TCK103246,1488
TCK104984,1489
TCK100918,1490
TCK105139,1491
TCK105616,1492
TCK105687,1493
TCK101563,1494
TCK108902,1495
TCK100434,1496
TCK103832,1497
TCK104605,1498
TCK104740,1499
TCK107272,1500
TCK100968,1501
TCK106702,1502
TCK105558,1503
TCK103099,1504
TCK104614,1505
TCK108488,1506
TCK103533,1507
TCK105043,1508
TCK108317,1509
TCK106807,1510
TCK109111,1511
TCK100362,1512
TCK106232,1513
TCK101375,1514
TCK105736,1515
TCK108664,1516
TCK108500,1517
TCK108496,1518
TCK107577,1519
TCK108599,1520
TCK107777,1521
TCK105535,1522
TCK101497,1523
TCK106593,1524
TCK101658,1525
TCK100492,1526
TCK105545,1527
TCK103501,1528
TCK107679,1529
TCK104634,1530
TCK103907,1531
TCK106433,1532
TCK107025,1533
TCK109039,1534
TCK101947,1535
TCK104785,1536
TCK107783,1537
TCK100476,1538
TCK106377,1539
TCK106600,1540
TCK107746,1541
TCK103346,1542
TCK103573,1543
TCK103135,1544
TCK103917,1545
TCK106771,1546
TCK106211,1547
TCK101562,1548
TCK106006,1549
TCK105905,1550
TCK102930,1551
TCK100559,1552
TCK108725,1553
TCK107868,1554
TCK103560,1555
TCK104884,1556
TCK104746,1557
TCK103358,1558
TCK101795,1559
TCK103869,1560
TCK108142,1561
TCK103158,1562
TCK100494,1563
TCK103801,1564
TCK107733,1565
TCK100619,1566
TCK100764,1567
TCK104546,1568
TCK101749,1569
TCK102898,1570
TCK103940,1571
TCK101616,1572
TCK102133,1573
TCK109290,1574
TCK105314,1575
TCK107848,1576
TCK101862,1577
TCK104270,1578
TCK102947,1579
TCK107027,1580
TCK106899,1581
TCK100354,1582
TCK103063,1583
TCK109071,1584
TCK102304,1585
TCK106814,1586
TCK103238,1587
TCK104939,1588
TCK101895,1589
TCK106242,1590
TCK103629,1591
TCK105522,1592
TCK104567,1593
TCK108231,1594
TCK102810,1595
TCK107545,1596
TCK107257,1597
TCK106044,1598
TCK107630,1599
TCK102718,1600
TCK100866,1601
TCK107305,1602
TCK108360,1603
TCK105027,1604
TCK108270,1605
TCK101770,1606
TCK106014,1607
TCK100595,1608
TCK105940,1609
TCK102855,1610
TCK107812,1611
TCK109144,1612
TCK100553,1613
TCK105464,1614
TCK103621,1615
TCK100817,1616
TCK108689,1617
TCK103496,1618
TCK108915,1619
TCK106463,1620
TCK102923,1621
TCK102643,1622
TCK100357,1623
TCK103597,1624
TCK105259,1625
TCK102202,1626
TCK101385,1627
TCK101822,1628
TCK108558,1629
TCK101257,1630
TCK105376,1631
TCK105563,1632
TCK101337,1633
TCK105746,1634
TCK100789,1635
TCK104330,1636
TCK101486,1637
TCK103427,1638
TCK108275,1639
TCK102335,1640
TCK101674,1641
TCK106166,1642
TCK105615,1643
TCK100699,1644
TCK109152,1645
TCK105656,1646
TCK102191,1647
TCK100255,1648
TCK108027,1649
TCK107831,1650
TCK101653,1651
TCK108917,1652
TCK106428,1653
TCK108498,1654
TCK107753,1655
TCK106402,1656
TCK103600,1657
TCK105993,1658
TCK103048,1659
TCK100992,1660
TCK101979,1661
TCK106934,1662
TCK105935,1663
