ticket_id,ticket_type,ticket_price,purchase_date,attendance_date,entry_time,was_present,attendee_id,age,gender,origin_city,transport_used,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,stages_visited,top_artist_seen,hours_spent,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK108976,VIP,350,2025-03-08,2025-05-01,22:55:00,True,ATD208976,26,Female,Madrid,Bus,4,17.05,35.13,52.02,Cash,Pop,1,Artist D,8.7,8,7,3,Yes
TCK102620,1-day Pass,80,2025-03-03,2025-05-01,16:00:00,True,ATD202620,18,Female,Sevilla,Other,2,29.57,41.24,56.78,Card,Pop,4,Artist B,9.2,3,8,7,Yes
TCK105231,VIP,210,2025-02-19,2025-05-03,14:29:00,True,ATD205231,32,Male,Madrid,Plane,2,41.33,4.62,73.88,Card,Rock,4,Artist E,6.7,9,8,2,nO
TCK106064,3-day Pass,350,2025-03-29,2025-05-02,17:13:00,True,ATD206064,18,Female,Barcelona,Plane,3,42.76,28.63,22.54,Cash,Rock,2,Artist D,4.2,5,7,3,Yes
TCK100529,1-day Pass,80,2025-02-24,2025-05-03,19:36:00,True,ATD200529,21,Other,Madrid,Car,2,45.35,19.68,92.91,Card,Pop,1,Artist C,10.1,1,8,5,Yes
TCK104453,1-day Pass,350,2025-02-26,2025-05-03,20:03:00,True,ATD204453,26,Female,Barcelona,Other,3,9.27,53.1,77.98,Cash,Rock,4,Artist D,11.7,8,6,7,Yes
TCK107531,3-day Pass,210,2025-02-17,2025-05-03,16:00:00,True,ATD207531,25,Male,Madrid,Car,1,43.51,58.61,53.85,Card,Rock,1,Artist E,11.6,7,10,3,Yes
TCK103007,1-day Pass,210,2025-04-23,2025-05-01,15:40:00,True,ATD203007,33,Male,Valencia,Train,4,42.3,33.9,75.65,Card,Electronic,1,Artist C,3.7,1,8,6,nO
TCK108397,3-day Pass,80,2025-02-21,2025-05-02,19:02:00,True,ATD208397,22,Female,Barcelona,Bus,3,13.41,50.44,67.26,Cash,Pop,1,Artist C,5.1,8,6,3,nO
TCK107070,1-day Pass,80,2025-02-27,2025-05-03,18:55:00,True,ATD207070,25,Male,Barcelona,Plane,4,42.97,38.81,58.37,Card,Pop,4,Artist C,10.2,1,8,4,Yes
TCK108978,VIP,210,2025-02-26,2025-05-01,20:20:00,True,ATD208978,29,Male,Valencia,Plane,4,18.62,59.62,82.56,Card,Pop,4,Artist E,11.3,8,8,7,nO
TCK100114,1-day Pass,210,2025-02-19,2025-05-02,18:35:00,True,ATD200114,30,Male,Madrid,Other,1,19.69,2.53,57.08,Card,Pop,3,Artist C,3.8,4,7,6,Yes
TCK108622,1-day Pass,80,2025-04-27,2025-05-02,21:25:00,True,ATD208622,19,Female,Madrid,Bus,5,18.71,45.48,4.27,Cash,Regueton,3,Artist A,3.5,5,6,5,Yes
TCK107720,3-day Pass,80,2025-02-26,2025-05-01,16:47:00,True,ATD207720,18,Male,Valencia,Car,1,44.24,12.38,8.67,Card,Pop,3,Artist C,3.7,8,8,3,Yes
TCK105805,3-day Pass,80,2025-03-28,2025-05-02,21:36:00,True,ATD205805,18,Female,Madrid,Other,2,48.04,32.32,44.03,Card,Pop,1,Artist B,9.3,8,7,2,Yes
TCK107013,1-day Pass,350,2025-04-06,2025-05-03,22:52:00,True,ATD207013,18,Female,Valencia,Bus,5,9.4,36.3,28.84,Card,Rock,1,Artist B,6.4,8,9,7,Yes
TCK102507,3-day Pass,80,2025-03-10,2025-05-03,16:54:00,True,ATD202507,21,Female,Sevilla,Other,3,41.45,7.18,26.79,Card,Rock,4,Artist D,5.4,9,9,6,nO
TCK104423,1-day Pass,80,2025-02-11,2025-05-02,22:48:00,True,ATD204423,31,Female,Valencia,Plane,5,48.13,38.57,17.0,Cash,Pop,3,Artist B,10.7,8,8,1,Yes
TCK102633,1-day Pass,350,2025-04-01,2025-05-03,15:33:00,True,ATD202633,23,Female,Barcelona,Car,3,30.4,8.58,7.04,Cash,hiphop,1,Artist E,2.5,8,8,8,Yes
TCK100195,3-day Pass,350,2025-02-01,2025-05-03,21:55:00,True,ATD200195,19,Male,Barcelona,Train,3,36.31,4.6,67.21,Card,Rock,4,Artist E,7.7,4,6,1,Yes
TCK106458,3-day Pass,80,2025-02-12,2025-05-02,15:14:00,True,ATD206458,26,Female,Madrid,Train,3,29.48,8.54,20.74,Cash,Rock,3,Artist B,11.8,2,7,9,Yes
TCK103725,3-day Pass,80,2025-04-24,2025-05-02,16:19:00,True,ATD203725,21,Male,Valencia,Train,4,17.94,37.54,94.2,Card,Regueton,4,Artist A,2.8,1,9,2,Yes
TCK109319,1-day Pass,80,2025-04-12,2025-05-02,15:37:00,True,ATD209319,30,Other,Barcelona,Bus,5,30.75,57.29,75.52,Card,hiphop,3,Artist D,5.4,4,7,4,Yes
TCK109279,3-day Pass,210,2025-02-13,2025-05-02,17:38:00,True,ATD209279,24,Male,Sevilla,Bus,1,8.86,15.32,55.41,Card,Rock,1,Artist A,2.7,8,9,9,nO
TCK102039,VIP,80,2025-04-17,2025-05-01,17:15:00,True,ATD202039,29,Male,Barcelona,Other,4,11.37,7.41,68.27,Card,Rock,2,Artist B,6.7,4,9,1,nO
TCK100695,VIP,350,2025-04-23,2025-05-03,19:09:00,True,ATD200695,24,Male,Valencia,Bus,3,45.53,37.76,67.23,Card,Pop,3,Artist C,9.5,5,8,9,Yes
TCK108986,1-day Pass,80,2025-04-02,2025-05-02,18:12:00,True,ATD208986,20,Other,Sevilla,Bus,4,20.16,50.51,21.8,Card,Pop,1,Artist C,8.6,8,2,5,Yes
TCK106205,3-day Pass,350,2025-03-15,2025-05-03,18:42:00,True,ATD206205,25,Male,Malaga,Plane,3,24.7,12.29,75.64,Card,Pop,4,Artist E,8.5,3,9,9,Yes
TCK102003,1-day Pass,80,2025-03-26,2025-05-03,20:26:00,True,ATD202003,31,Male,Madrid,Train,3,36.43,39.62,55.32,Card,Hip-Hop,2,Artist C,10.8,2,8,7,Yes
TCK103499,3-day Pass,80,2025-02-28,2025-05-01,17:00:00,True,ATD203499,27,Male,Barcelona,Bus,1,31.66,29.14,91.11,Card,Rock,1,Artist A,9.3,8,7,3,nO
TCK109136,,350,2025-03-28,2025-05-01,20:35:00,True,ATD209136,26,Male,Malaga,Car,2,20.98,9.08,38.31,Card,hiphop,3,Artist E,5.9,7,9,6,nO
TCK104019,VIP,210,2025-02-02,2025-05-03,19:57:00,True,ATD204019,23,Male,Sevilla,Bus,2,26.33,23.98,24.38,Card,hiphop,1,Artist C,5.3,6,7,3,Yes
TCK101464,3-day Pass,80,2025-03-13,2025-05-01,14:08:00,True,ATD201464,23,Male,Madrid,Bus,5,17.69,33.3,11.93,Card,Electronic,4,Artist C,7.6,9,8,10,Yes
TCK109234,3-day Pass,350,2025-03-03,2025-05-01,22:03:00,True,ATD209234,27,Female,Madrid,Train,5,22.48,41.08,38.64,Cash,Pop,3,Artist B,6.8,2,9,7,Yes
TCK102701,VIP,80,2025-03-20,2025-05-02,18:18:00,True,ATD202701,18,Female,Malaga,Plane,2,17.01,2.72,89.26,Card,hiphop,4,Artist B,3.8,3,6,3,Yes
TCK105975,3-day Pass,210,2025-03-17,2025-05-03,14:23:00,True,ATD205975,20,Male,Madrid,Car,4,10.86,8.83,80.5,Cash,Hip-Hop,2,Artist A,8.0,8,6,1,Yes
TCK108511,,350,2025-03-18,2025-05-02,20:18:00,True,ATD208511,31,Other,Valencia,Train,2,23.6,18.99,56.63,Cash,Rock,3,Artist A,2.1,8,9,2,Yes
TCK107872,3-day Pass,80,2025-04-06,2025-05-02,20:51:00,True,ATD207872,23,Female,Valencia,Other,4,38.62,11.79,29.03,Card,Rock,2,Artist A,10.2,1,7,2,Yes
TCK100403,3-day Pass,350,2025-02-15,2025-05-01,17:19:00,True,ATD200403,24,Female,Madrid,Car,2,28.3,56.06,87.44,Card,hiphop,2,Artist D,6.1,8,10,7,Yes
TCK101056,1-day Pass,210,2025-04-08,2025-05-01,17:46:00,True,ATD201056,27,Male,Madrid,Car,2,9.32,20.25,45.21,Card,Rock,2,Artist E,11.2,8,5,2,nO
TCK105785,3-day Pass,350,2025-02-21,2025-05-01,17:45:00,True,ATD205785,22,Male,Madrid,Plane,3,8.16,37.39,40.76,Card,Rock,2,Artist B,2.1,6,9,6,nO
TCK100510,1-day Pass,210,2025-03-30,2025-05-01,20:03:00,True,ATD200510,18,Female,Madrid,Train,2,24.11,32.37,91.94,Card,Rock,2,Artist A,8.9,2,7,5,Yes
TCK107642,3-day Pass,210,2025-03-06,2025-05-03,20:19:00,True,ATD207642,18,Female,Sevilla,Bus,5,38.44,9.57,61.3,Cash,Electronic,2,Artist D,6.8,8,10,3,nO
TCK102346,VIP,210,2025-02-19,2025-05-02,16:54:00,True,ATD202346,20,Female,Valencia,Other,4,25.86,20.18,87.82,Cash,Rock,1,Artist C,9.4,5,6,2,Yes
TCK108979,3-day Pass,210,2025-04-14,2025-05-01,15:14:00,True,ATD208979,19,Male,Madrid,Plane,3,11.53,39.17,43.22,Cash,Rock,4,Artist D,6.1,5,8,7,Yes
TCK107575,3-day Pass,210,2025-02-23,2025-05-01,16:48:00,True,ATD207575,22,Male,Barcelona,Train,3,30.81,46.19,30.87,Card,Rock,3,Artist A,7.8,5,7,6,Yes
TCK107891,VIP,80,2025-04-12,2025-05-02,17:21:00,True,ATD207891,28,Female,Malaga,Car,2,40.19,4.99,0.86,Card,Regueton,2,Artist A,8.4,8,8,3,Yes
TCK105737,1-day Pass,210,2025-02-11,2025-05-01,16:25:00,True,ATD205737,26,Male,Barcelona,Other,1,3.53,41.61,48.28,Card,Rock,4,Artist A,6.3,8,9,9,nO
TCK106625,3-day Pass,80,2025-03-29,2025-05-02,19:47:00,True,ATD206625,19,Other,Madrid,Other,5,34.61,1.3,35.53,Card,Pop,2,Artist C,4.3,4,10,2,nO
TCK106392,1-day Pass,350,2025-04-13,2025-05-02,16:37:00,True,ATD206392,21,Female,Madrid,Car,4,14.69,58.81,8.94,Card,Rock,2,Artist E,9.1,7,5,7,Yes
TCK109213,3-day Pass,210,2025-03-19,2025-05-03,21:16:00,True,ATD209213,27,Male,Madrid,Other,5,34.34,42.87,97.75,Card,Pop,2,Artist D,7.6,8,10,9,Yes
TCK109017,3-day Pass,350,2025-02-09,2025-05-03,19:40:00,True,ATD209017,28,Female,Barcelona,Car,3,13.83,10.65,52.62,Cash,Pop,1,Artist E,2.8,8,9,8,Yes
TCK102856,1-day Pass,350,2025-03-22,2025-05-01,20:44:00,True,ATD202856,21,Male,Barcelona,Car,1,7.12,38.98,9.49,Card,Rock,1,Artist E,8.2,8,7,6,Yes
TCK107695,VIP,350,2025-02-28,2025-05-01,18:14:00,True,ATD207695,23,Male,Barcelona,Car,3,40.34,13.05,43.75,Card,Hip-Hop,2,Artist C,6.4,8,9,5,Yes
TCK102917,1-day Pass,210,2025-03-29,2025-05-01,19:09:00,True,ATD202917,18,Female,Madrid,Train,4,3.74,12.0,81.99,Card,Pop,2,Artist B,3.8,7,6,7,Yes
TCK107514,3-day Pass,350,2025-04-28,2025-05-01,14:01:00,True,ATD207514,22,Female,Madrid,Plane,3,45.7,17.97,22.74,Card,Reggaeton,1,Artist D,7.1,5,10,1,nO
TCK104722,3-day Pass,210,2025-04-26,2025-05-01,20:13:00,True,ATD204722,21,Female,Sevilla,Train,3,35.81,53.67,65.75,Card,Regueton,3,Artist D,8.0,3,8,4,Yes
TCK102909,3-day Pass,80,2025-03-01,2025-05-01,14:08:00,True,ATD202909,24,Female,Valencia,Car,5,40.8,39.59,87.04,Card,Rock,3,Artist C,6.5,1,7,2,nO
TCK105106,1-day Pass,80,2025-03-27,2025-05-02,14:19:00,True,ATD205106,28,Female,Madrid,Other,5,28.93,9.91,37.87,Card,Rock,4,Artist E,4.4,8,7,8,Yes
TCK104331,VIP,80,2025-04-18,2025-05-01,16:58:00,True,ATD204331,27,Other,Barcelona,Car,5,41.66,55.92,81.8,Card,Regueton,3,Artist B,11.8,8,8,5,nO
TCK103655,VIP,350,2025-02-03,2025-05-02,18:02:00,True,ATD203655,28,Male,Madrid,Plane,3,15.57,25.26,72.62,Card,Electronic,3,Artist B,2.3,8,8,4,Yes
TCK107979,1-day Pass,210,2025-03-13,2025-05-03,22:01:00,True,ATD207979,20,Male,Barcelona,Plane,2,6.66,51.67,36.98,Cash,Pop,1,Artist E,10.3,1,9,7,nO
TCK102986,3-day Pass,210,2025-04-05,2025-05-02,18:39:00,True,ATD202986,22,Male,Barcelona,Bus,2,39.98,56.54,74.5,Card,Rock,4,Artist B,4.3,3,7,4,nO
TCK100910,3-day Pass,80,2025-04-21,2025-05-03,16:50:00,True,ATD200910,25,Female,Madrid,Other,5,0.24,26.48,88.36,Festival App,Pop,2,Artist C,8.8,1,9,3,Yes
TCK104863,1-day Pass,210,2025-04-03,2025-05-03,18:00:00,True,ATD204863,18,Female,Malaga,Car,1,45.15,37.9,57.71,Card,Regueton,4,Artist E,7.0,4,4,3,Yes
TCK107354,3-day Pass,80,2025-03-24,2025-05-01,15:40:00,True,ATD207354,26,Female,Sevilla,Other,3,31.1,33.72,69.22,Cash,Pop,2,Artist B,6.8,10,10,7,Yes
TCK105665,3-day Pass,210,2025-03-17,2025-05-01,18:59:00,True,ATD205665,27,Female,Barcelona,Train,3,28.16,25.68,9.49,Cash,hiphop,1,Artist D,6.6,8,6,3,nO
TCK108625,1-day Pass,80,2025-04-24,2025-05-01,22:49:00,True,ATD208625,18,Female,Valencia,Plane,3,17.52,46.02,32.47,Cash,Electronic,3,Artist A,9.0,8,5,3,Yes
TCK100598,3-day Pass,350,2025-02-12,2025-05-03,14:07:00,True,ATD200598,26,Female,Barcelona,Car,3,1.35,25.64,89.19,Cash,Hip-Hop,3,Artist C,10.5,2,6,3,nO
TCK102176,3-day Pass,350,2025-04-23,2025-05-02,21:44:00,True,ATD202176,29,Male,Malaga,Train,3,10.44,54.18,93.91,Card,Pop,4,Artist C,10.8,4,10,10,Yes
TCK101479,3-day Pass,350,2025-04-12,2025-05-02,18:07:00,True,ATD201479,30,Female,Madrid,Bus,5,48.78,32.13,74.3,Card,Rock,3,Artist D,11.8,8,1,2,Yes
TCK103974,1-day Pass,210,2025-02-25,2025-05-03,19:31:00,True,ATD203974,31,Female,Barcelona,Plane,4,33.62,48.08,73.73,Cash,Rock,2,Artist B,5.1,1,9,7,nO
TCK104133,3-day Pass,80,2025-02-03,2025-05-03,17:59:00,True,ATD204133,28,Female,Madrid,Bus,2,40.69,19.27,49.9,Card,hiphop,1,Artist E,3.3,9,8,6,Yes
TCK106624,1-day Pass,210,2025-04-19,2025-05-02,19:21:00,True,ATD206624,29,Male,Valencia,Bus,3,42.9,6.47,57.95,Card,hiphop,4,Artist B,5.8,6,9,3,Yes
TCK100990,VIP,210,2025-03-02,2025-05-03,20:40:00,True,ATD200990,31,Female,Valencia,Bus,4,9.45,22.73,26.16,Card,Electronic,4,Artist A,3.1,7,9,8,Yes
TCK108279,3-day Pass,210,2025-02-25,2025-05-01,16:19:00,True,ATD208279,22,Female,Sevilla,Bus,3,14.79,57.34,23.76,Card,Pop,2,Artist C,8.5,1,9,5,Yes
TCK101155,3-day Pass,80,2025-02-10,2025-05-01,17:06:00,True,ATD201155,29,Female,Barcelona,Other,2,6.48,1.65,56.18,Cash,hiphop,1,Artist C,10.2,8,9,5,Yes
TCK104215,VIP,80,2025-03-29,2025-05-02,21:09:00,True,ATD204215,29,Female,Barcelona,Train,3,31.9,36.37,44.94,Card,Pop,4,Artist B,2.7,8,10,4,Yes
TCK103141,3-day Pass,80,2025-03-27,2025-05-02,18:52:00,True,ATD203141,21,Male,Madrid,Other,2,6.82,25.37,35.24,Card,Rock,1,Artist D,10.3,2,8,4,Yes
TCK105399,VIP,80,2025-03-28,2025-05-01,19:39:00,True,ATD205399,20,Male,Valencia,Bus,2,48.01,47.34,33.23,Card,Pop,4,Artist A,7.3,8,10,3,nO
TCK108224,VIP,80,2025-03-26,2025-05-01,14:01:00,True,ATD208224,25,Female,Malaga,Plane,4,13.92,51.09,49.66,Cash,Pop,3,Artist E,4.2,10,9,5,Yes
TCK101336,3-day Pass,80,2025-04-29,2025-05-01,20:50:00,True,ATD201336,33,Female,Barcelona,Bus,4,34.6,40.2,64.62,Card,hiphop,4,Artist D,5.7,7,5,6,nO
TCK102950,3-day Pass,350,2025-03-22,2025-05-03,19:47:00,True,ATD202950,18,Male,Madrid,Bus,3,9.35,10.89,64.63,Card,hiphop,3,Artist C,4.0,8,7,7,nO
TCK105026,3-day Pass,80,2025-02-24,2025-05-01,21:04:00,True,ATD205026,18,Female,Madrid,Other,4,13.83,35.04,63.12,Card,Pop,2,Artist A,10.4,8,8,4,Yes
TCK100489,3-day Pass,80,2025-03-08,2025-05-02,19:39:00,True,ATD200489,25,Female,Valencia,Bus,5,22.86,55.76,75.07,Cash,hiphop,2,Artist A,2.5,8,7,3,nO
TCK104660,VIP,210,2025-03-08,2025-05-01,15:09:00,True,ATD204660,28,Female,Barcelona,Bus,2,22.17,23.16,95.36,Card,hiphop,1,Artist E,11.4,8,6,7,Yes
TCK105827,3-day Pass,80,2025-04-30,2025-05-02,17:53:00,True,ATD205827,23,Male,Valencia,Bus,3,21.0,17.63,42.33,Cash,Rock,2,Artist B,10.5,8,9,2,Yes
TCK105697,3-day Pass,210,2025-04-20,2025-05-02,19:46:00,True,ATD205697,28,Male,Valencia,Car,3,35.05,2.9,98.85,Card,Rock,1,Artist A,5.4,4,7,6,Yes
TCK105284,3-day Pass,80,2025-04-17,2025-05-02,17:05:00,True,ATD205284,18,Female,Madrid,Plane,5,13.41,33.29,98.9,Card,Reggaeton,4,Artist E,11.8,8,8,8,Yes
TCK105603,3-day Pass,350,2025-04-28,2025-05-03,22:31:00,True,ATD205603,28,Female,Madrid,Bus,3,26.38,57.7,4.53,Cash,Regueton,1,Artist E,7.4,10,5,3,nO
TCK104138,3-day Pass,350,2025-03-27,2025-05-02,22:15:00,True,ATD204138,30,Female,Malaga,Train,3,37.28,20.65,35.88,Card,Pop,4,Artist C,5.0,4,9,6,Yes
TCK100415,VIP,80,2025-02-13,2025-05-01,20:06:00,True,ATD200415,19,Male,Barcelona,Bus,4,25.91,19.56,84.43,Cash,Rock,4,Artist A,5.1,1,4,8,Yes
TCK107730,3-day Pass,80,2025-03-05,2025-05-01,22:00:00,True,ATD207730,29,Female,Madrid,Car,5,13.45,41.94,78.7,Card,Rock,4,Artist A,4.1,6,10,3,Yes
TCK107080,VIP,350,2025-03-20,2025-05-01,14:51:00,True,ATD207080,18,Female,Malaga,Plane,3,5.33,44.93,62.53,Cash,Hip-Hop,4,Artist D,2.3,5,7,5,nO
TCK102601,,80,2025-03-14,2025-05-03,14:40:00,True,ATD202601,25,Male,Valencia,Plane,3,43.29,26.53,98.17,Card,hiphop,4,Artist A,2.2,8,10,9,nO
TCK102880,VIP,350,2025-04-07,2025-05-02,15:34:00,True,ATD202880,31,Male,Barcelona,Car,3,34.79,3.63,8.1,Card,Rock,4,Artist C,4.6,8,7,6,nO
TCK100114,3-day Pass,210,2025-04-25,2025-05-03,20:36:00,True,ATD200114,27,Female,Valencia,Other,5,18.92,3.04,27.4,Card,hiphop,3,Artist A,11.8,8,9,2,Yes
TCK108368,3-day Pass,350,2025-03-03,2025-05-03,17:15:00,True,ATD208368,27,Female,Madrid,Other,3,44.1,14.06,43.75,Card,hiphop,2,Artist C,6.2,1,7,10,Yes
TCK101689,1-day Pass,80,2025-02-01,2025-05-03,20:00:00,True,ATD201689,30,Female,Malaga,Train,3,39.68,12.23,43.61,Card,Regueton,1,Artist A,7.7,2,8,3,Yes
TCK101826,VIP,80,2025-03-05,2025-05-03,20:04:00,True,ATD201826,18,Female,Madrid,Other,5,29.79,1.88,88.28,Cash,Pop,3,Artist C,5.0,4,6,4,nO
TCK103223,1-day Pass,80,2025-03-08,2025-05-01,21:10:00,True,ATD203223,22,Female,Barcelona,Car,5,17.37,26.25,85.39,Card,Regueton,1,Artist D,7.1,8,7,3,nO
TCK107299,VIP,350,2025-02-06,2025-05-03,14:46:00,True,ATD207299,18,Male,Barcelona,Car,4,44.2,47.74,90.24,Card,Regueton,4,Artist B,4.5,8,7,5,Yes
TCK101106,3-day Pass,210,2025-02-12,2025-05-03,20:37:00,True,ATD201106,26,Male,Madrid,Train,2,9.59,59.53,42.05,Card,Pop,2,Artist A,6.3,8,7,3,nO
TCK103198,1-day Pass,350,2025-04-02,2025-05-03,21:56:00,True,ATD203198,20,Male,Madrid,Car,3,44.96,55.95,82.44,Card,Rock,2,Artist C,9.2,6,9,6,nO
TCK107045,3-day Pass,80,2025-02-22,2025-05-03,17:06:00,True,ATD207045,27,Female,Barcelona,Car,4,31.08,9.8,56.22,Cash,Electronic,2,Artist B,2.0,8,9,4,Yes
TCK109212,3-day Pass,80,2025-04-06,2025-05-02,17:06:00,True,ATD209212,25,Female,Valencia,Other,3,0.08,57.13,18.85,Card,Electronic,2,Artist A,2.9,1,7,4,Yes
TCK105373,3-day Pass,210,2025-02-04,2025-05-03,18:09:00,True,ATD205373,22,Other,Madrid,Train,2,31.74,37.96,13.47,Card,Rock,2,Artist E,8.5,8,8,4,Yes
TCK109029,3-day Pass,350,2025-03-01,2025-05-02,22:46:00,True,ATD209029,18,Other,Madrid,Car,1,16.67,15.95,53.65,Card,Rock,3,Artist D,4.4,2,7,2,Yes
TCK108998,3-day Pass,80,2025-02-26,2025-05-03,14:33:00,True,ATD208998,28,Female,Madrid,Other,5,4.02,34.33,45.42,Cash,Rock,1,Artist E,11.9,4,10,1,nO
TCK102068,3-day Pass,210,2025-02-14,2025-05-03,21:56:00,True,ATD202068,23,Female,Valencia,Plane,3,6.78,12.23,41.11,Card,Rock,4,Artist C,6.6,2,8,5,nO
TCK108030,1-day Pass,80,2025-02-02,2025-05-03,15:55:00,True,ATD208030,29,Female,Malaga,Car,1,44.57,19.96,29.02,Card,Rock,4,Artist D,11.3,8,1,1,Yes
TCK107143,1-day Pass,350,2025-02-12,2025-05-02,20:51:00,True,ATD207143,25,Female,Madrid,Bus,2,35.28,45.7,60.76,Card,Rock,3,Artist C,6.2,8,9,6,Yes
TCK101448,3-day Pass,210,2025-03-04,2025-05-01,15:08:00,True,ATD201448,18,Female,Barcelona,Other,1,47.06,32.9,82.5,Card,Rock,4,Artist A,11.8,8,9,10,nO
TCK108949,3-day Pass,350,2025-02-04,2025-05-02,16:15:00,True,ATD208949,20,Male,Madrid,Bus,3,18.97,32.67,27.64,Card,Electronic,2,Artist C,4.0,2,10,6,Yes
TCK104281,3-day Pass,350,2025-03-31,2025-05-03,14:44:00,True,ATD204281,30,Female,Barcelona,Train,4,34.84,31.95,48.53,Card,hiphop,2,Artist D,4.3,1,9,9,Yes
TCK102097,3-day Pass,210,2025-03-23,2025-05-01,19:28:00,True,ATD202097,18,Female,Madrid,Car,4,36.45,1.45,61.93,Cash,Rock,3,Artist A,11.2,7,8,9,Yes
TCK105572,3-day Pass,350,2025-02-28,2025-05-02,14:21:00,True,ATD205572,23,Female,Madrid,Train,1,28.25,46.49,93.25,Card,Electronic,3,Artist A,10.7,7,7,5,Yes
TCK105606,3-day Pass,210,2025-04-24,2025-05-02,14:37:00,True,ATD205606,25,Female,Sevilla,Car,4,4.19,16.17,68.25,Card,hiphop,2,Artist E,9.8,9,9,8,nO
