ticket_id,ticket_type,ticket_price,purchase_date,attendance_date,entry_time,was_present,attendee_id,age,gender,origin_city,transport_used,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,stages_visited,top_artist_seen,hours_spent,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK104019,VIP,150,2025-02-02,2025-05-03,19:57:00,True,ATD204019,19,Female,Madrid,Bus,4,26.33,23.98,24.38,Cash,Hip-Hop,1,Artist C,5.3,9.5,9.5,6.5,Yes
TCK101464,3-day Pass,80,2025-03-13,2025-05-01,14:08:00,True,ATD201464,48,Other,Sevilla,Bus,5,17.69,33.3,11.93,Cash,Electronic,4,Artist C,7.6,8.0,8.0,8.0,Yes
TCK109234,3-day Pass,200,2025-03-03,2025-05-01,22:03:00,True,ATD209234,45,Other,Sevilla,Train,1,22.48,41.08,38.64,Card,Pop,3,Artist B,6.8,8.0,8.0,8.0,Yes
TCK102701,VIP,80,2025-03-20,2025-05-02,18:18:00,True,ATD202701,34,Other,Barcelona,Plane,2,17.01,2.72,89.26,Cash,Hip-Hop,4,Artist B,3.8,8.0,5.0,8.0,Yes
TCK105975,3-day Pass,150,2025-03-17,2025-05-03,14:23:00,True,ATD205975,40,Other,Valencia,Car,3,10.86,8.83,80.5,Card,Hip-Hop,2,Artist A,8.0,6.5,9.5,5.0,Yes
TCK108511,,200,2025-03-18,2025-05-02,20:18:00,True,ATD208511,44,Male,Madrid,Train,5,23.6,18.99,56.63,Card,Rock,3,Artist A,2.1,8.0,6.5,6.5,Yes
TCK107872,3-day Pass,80,2025-04-06,2025-05-02,20:51:00,True,ATD207872,43,Other,Valencia,Other,2,38.62,11.79,29.03,cash ,Rock,2,Artist A,10.2,6.5,6.5,6.5,Yes
TCK100403,3-day Pass,200,2025-02-15,2025-05-01,17:19:00,True,ATD200403,57,Other,Madrid,Car,1,28.3,56.06,87.44,Festival App,Hip-Hop,2,Artist D,6.1,8.0,8.0,8.0,Yes
TCK101056,1-day Pass,150,2025-04-08,2025-05-01,17:46:00,True,ATD201056,27,Other,Madrid,Car,4,9.32,20.25,45.21,Festival App,Rock,2,Artist E,11.2,9.5,6.5,5.0,nO
TCK105785,3-day Pass,200,2025-02-21,2025-05-01,17:45:00,True,ATD205785,55,Female,Madrid,Plane,1,8.16,37.39,40.76,Festival App,Rock,2,Artist B,2.1,8.0,8.0,9.5,nO
TCK100510,1-day Pass,150,2025-03-30,2025-05-01,20:03:00,True,ATD200510,43,Male,Madrid,Train,5,24.11,32.37,91.94,Festival App,Rock,2,Artist A,8.9,9.5,8.0,6.5,Yes
TCK107642,3-day Pass,150,2025-03-06,2025-05-03,20:19:00,True,ATD207642,57,Other,Barcelona,Bus,5,38.44,9.57,61.3,Cash,Electronic,2,Artist D,6.8,9.5,9.5,6.5,nO
TCK102346,VIP,150,2025-02-19,2025-05-02,16:54:00,True,ATD202346,42,Female,Madrid,Other,4,25.86,20.18,87.82,Card,Rock,1,Artist C,9.4,6.5,5.0,8.0,Yes
TCK108979,3-day Pass,150,2025-04-14,2025-05-01,15:14:00,True,ATD208979,40,Female,Madrid,Plane,1,11.53,39.17,43.22,Card,Rock,4,Artist D,6.1,8.0,8.0,6.5,Yes
TCK107575,3-day Pass,150,2025-02-23,2025-05-01,16:48:00,True,ATD207575,22,Male,Barcelona,Train,3,30.81,46.19,30.87,Card,Rock,3,Artist A,7.8,9.5,9.5,9.5,Yes
TCK107891,VIP,80,2025-04-12,2025-05-02,17:21:00,True,ATD207891,44,Other,Madrid,Car,4,40.19,4.99,0.86,Card,Reggaeton,2,Artist A,8.4,9.5,5.0,8.0,Yes
TCK105737,1-day Pass,150,2025-02-11,2025-05-01,16:25:00,True,ATD205737,32,Male,Madrid,Other,2,3.53,41.61,48.28,Card,Rock,4,Artist A,6.3,8.0,9.5,9.5,nO
TCK106625,3-day Pass,80,2025-03-29,2025-05-02,19:47:00,True,ATD206625,54,Female,Sevilla,Other,4,34.61,1.3,35.53,Festival App,Pop,2,Artist C,4.3,9.5,8.0,8.0,nO
TCK106392,1-day Pass,200,2025-04-13,2025-05-02,16:37:00,True,ATD206392,22,Male,Madrid,Car,5,14.69,58.81,8.94,Cash,Rock,2,Artist E,9.1,6.5,8.0,8.0,Yes
TCK109213,3-day Pass,150,2025-03-19,2025-05-03,21:16:00,True,ATD209213,47,Other,Madrid,Other,4,34.34,42.87,97.75,Cash,Pop,2,Artist D,7.6,8.0,5.0,8.0,Yes
TCK109017,3-day Pass,200,2025-02-09,2025-05-03,19:40:00,True,ATD209017,51,Male,Sevilla,Car,5,13.83,10.65,52.62,Card,Pop,1,Artist E,2.8,5.0,6.5,8.0,Yes
TCK102856,1-day Pass,200,2025-03-22,2025-05-01,20:44:00,True,ATD202856,20,Female,Madrid,Car,2,7.12,38.98,9.49,Festival App,Rock,1,Artist E,8.2,8.0,5.0,6.5,Yes
TCK107695,VIP,200,2025-02-28,2025-05-01,18:14:00,True,ATD207695,29,Female,Valencia,Car,4,40.34,13.05,43.75,Festival App,Hip-Hop,2,Artist C,6.4,8.0,8.0,5.0,Yes
TCK102917,1-day Pass,150,2025-03-29,2025-05-01,19:09:00,True,ATD202917,34,Female,Sevilla,Train,4,3.74,12.0,81.99,Card,Pop,2,Artist B,3.8,9.5,9.5,9.5,Yes
TCK107514,3-day Pass,200,2025-04-28,2025-05-01,14:01:00,True,ATD207514,44,Female,Madrid,Plane,4,45.7,17.97,22.74,Card,Reggaeton,1,Artist D,7.1,8.0,8.0,6.5,nO
TCK104722,3-day Pass,150,2025-04-26,2025-05-01,20:13:00,True,ATD204722,20,Male,Madrid,Train,3,35.81,53.67,65.75,Festival App,Regueton,3,Artist D,8.0,8.0,8.0,8.0,Yes
TCK102909,3-day Pass,80,2025-03-01,2025-05-01,14:08:00,True,ATD202909,56,Male,Valencia,Car,5,40.8,39.59,87.04,Festival App,Rock,3,Artist C,6.5,5.0,8.0,8.0,nO
TCK105106,1-day Pass,80,2025-03-27,2025-05-02,14:19:00,True,ATD205106,22,Female,Barcelona,Other,5,28.93,9.91,37.87,Cash,Rock,4,Artist E,4.4,5.0,9.5,9.5,Yes
TCK104331,VIP,80,2025-04-18,2025-05-01,16:58:00,True,ATD204331,20,Other,Barcelona,Car,4,41.66,55.92,81.8,Festival App,Regueton,3,Artist B,11.8,9.5,8.0,9.5,nO
TCK103655,VIP,200,2025-02-03,2025-05-02,18:02:00,True,ATD203655,31,Other,Barcelona,Plane,2,15.57,25.26,72.62,Festival App,Electronic,3,Artist B,2.3,8.0,8.0,5.0,Yes
TCK107979,1-day Pass,150,2025-03-13,2025-05-03,22:01:00,True,ATD207979,40,Male,Madrid,Plane,1,6.66,51.67,36.98,Cash,Pop,1,Artist E,10.3,8.0,6.5,6.5,nO
TCK102986,3-day Pass,150,2025-04-05,2025-05-02,18:39:00,True,ATD202986,39,Other,Madrid,Bus,1,39.98,56.54,74.5,Card,Rock,4,Artist B,4.3,9.5,8.0,8.0,nO
TCK100910,3-day Pass,80,2025-04-21,2025-05-03,16:50:00,True,ATD200910,19,Female,Barcelona,Other,4,0.24,26.48,88.36,cash ,Pop,2,Artist C,8.8,5.0,6.5,8.0,Yes
TCK104863,1-day Pass,150,2025-04-03,2025-05-03,18:00:00,True,ATD204863,23,Other,Sevilla,Car,1,45.15,37.9,57.71,Cash,Regueton,4,Artist E,7.0,8.0,5.0,6.5,Yes
TCK107354,3-day Pass,80,2025-03-24,2025-05-01,15:40:00,True,ATD207354,57,Other,Sevilla,Other,4,31.1,33.72,69.22,Cash,Pop,2,Artist B,6.8,5.0,8.0,6.5,Yes
TCK105665,3-day Pass,150,2025-03-17,2025-05-01,18:59:00,True,ATD205665,19,Female,Barcelona,Train,4,28.16,25.68,9.49,Cash,Hip-Hop,1,Artist D,6.6,5.0,8.0,8.0,nO
TCK108625,1-day Pass,80,2025-04-24,2025-05-01,22:49:00,True,ATD208625,48,Female,Madrid,Plane,5,17.52,46.02,32.47,Cash,Electronic,3,Artist A,9.0,9.5,5.0,9.5,Yes
TCK100598,3-day Pass,200,2025-02-12,2025-05-03,14:07:00,True,ATD200598,29,Other,Madrid,Car,5,1.35,25.64,89.19,Cash,Hip-Hop,3,Artist C,10.5,9.5,8.0,9.5,nO
TCK102176,3-day Pass,200,2025-04-23,2025-05-02,21:44:00,True,ATD202176,19,Female,Madrid,Train,5,10.44,54.18,93.91,Cash,Pop,4,Artist C,10.8,6.5,6.5,5.0,Yes
TCK101479,3-day Pass,200,2025-04-12,2025-05-02,18:07:00,True,ATD201479,29,Male,Barcelona,Bus,3,48.78,32.13,74.3,Card,Rock,3,Artist D,11.8,6.5,5.0,8.0,Yes
TCK103974,1-day Pass,150,2025-02-25,2025-05-03,19:31:00,True,ATD203974,31,Male,Madrid,Plane,4,33.62,48.08,73.73,Card,Rock,2,Artist B,5.1,8.0,9.5,9.5,nO
TCK104133,3-day Pass,80,2025-02-03,2025-05-03,17:59:00,True,ATD204133,58,Male,Barcelona,Bus,4,40.69,19.27,49.9,Card,Hip-Hop,1,Artist E,3.3,5.0,5.0,6.5,Yes
TCK106624,1-day Pass,150,2025-04-19,2025-05-02,19:21:00,True,ATD206624,18,Female,Valencia,Bus,4,42.9,6.47,57.95,Cash,Hip-Hop,4,Artist B,5.8,9.5,6.5,8.0,Yes
TCK100990,VIP,150,2025-03-02,2025-05-03,20:40:00,True,ATD200990,51,Female,Barcelona,Bus,5,9.45,22.73,26.16,Card,Electronic,4,Artist A,3.1,9.5,9.5,8.0,Yes
TCK108279,3-day Pass,150,2025-02-25,2025-05-01,16:19:00,True,ATD208279,22,Female,Valencia,Bus,3,14.79,57.34,23.76,Festival App,Pop,2,Artist C,8.5,6.5,6.5,5.0,Yes
TCK101155,3-day Pass,80,2025-02-10,2025-05-01,17:06:00,True,ATD201155,34,Male,Valencia,Other,2,6.48,1.65,56.18,Festival App,hiphop,1,Artist C,10.2,5.0,9.5,6.5,Yes
TCK104215,VIP,80,2025-03-29,2025-05-02,21:09:00,True,ATD204215,36,Male,Madrid,Train,2,31.9,36.37,44.94,Festival App,Pop,4,Artist B,2.7,6.5,8.0,5.0,Yes
TCK103141,3-day Pass,80,2025-03-27,2025-05-02,18:52:00,True,ATD203141,42,Male,Barcelona,Other,5,6.82,25.37,35.24,Festival App,Rock,1,Artist D,10.3,9.5,5.0,9.5,Yes
TCK105399,VIP,80,2025-03-28,2025-05-01,19:39:00,True,ATD205399,20,Male,Barcelona,Bus,2,48.01,47.34,33.23,Cash,Pop,4,Artist A,7.3,8.0,9.5,6.5,nO
TCK108224,VIP,80,2025-03-26,2025-05-01,14:01:00,True,ATD208224,48,Male,Sevilla,Plane,4,13.92,51.09,49.66,Festival App,Pop,3,Artist E,4.2,9.5,8.0,9.5,Yes
TCK101336,3-day Pass,80,2025-04-29,2025-05-01,20:50:00,True,ATD201336,37,,Sevilla,Bus,4,34.6,40.2,64.62,Festival App,Hip-Hop,4,Artist D,5.7,8.0,9.5,5.0,nO
TCK102950,3-day Pass,200,2025-03-22,2025-05-03,19:47:00,True,ATD202950,57,Female,Sevilla,Bus,5,9.35,10.89,64.63,Card,Hip-Hop,3,Artist C,4.0,8.0,6.5,6.5,nO
TCK105026,3-day Pass,80,2025-02-24,2025-05-01,21:04:00,True,ATD205026,44,Other,Madrid,Other,5,13.83,35.04,63.12,Card,Pop,2,Artist A,10.4,9.5,9.5,5.0,Yes
TCK100489,3-day Pass,80,2025-03-08,2025-05-02,19:39:00,True,ATD200489,44,Other,Madrid,Bus,4,22.86,55.76,75.07,Cash,Hip-Hop,2,Artist A,2.5,9.5,8.0,6.5,nO
TCK104660,VIP,150,2025-03-08,2025-05-01,15:09:00,True,ATD204660,57,Male,Barcelona,Bus,2,22.17,23.16,95.36,Festival App,Hip-Hop,1,Artist E,11.4,8.0,8.0,9.5,Yes
TCK105827,3-day Pass,80,2025-04-30,2025-05-02,17:53:00,True,ATD205827,29,Female,Barcelona,Bus,5,21.0,17.63,42.33,Festival App,Rock,2,Artist B,10.5,5.0,5.0,8.0,Yes
TCK105697,3-day Pass,150,2025-04-20,2025-05-02,19:46:00,True,ATD205697,23,Other,Barcelona,Car,2,35.05,2.9,98.85,Festival App,Rock,1,Artist A,5.4,8.0,9.5,8.0,Yes
TCK105284,3-day Pass,80,2025-04-17,2025-05-02,17:05:00,True,ATD205284,19,Other,Barcelona,Plane,4,13.41,33.29,98.9,Card,Reggaeton,4,Artist E,11.8,8.0,5.0,9.5,Yes
TCK105603,3-day Pass,200,2025-04-28,2025-05-03,22:31:00,True,ATD205603,42,Female,Madrid,Bus,1,26.38,57.7,4.53,Cash,Reggaeton,1,Artist E,7.4,5.0,8.0,8.0,nO
TCK104138,3-day Pass,200,2025-03-27,2025-05-02,22:15:00,True,ATD204138,24,Male,Madrid,Train,5,37.28,20.65,35.88,Festival App,Pop,4,Artist C,5.0,6.5,6.5,8.0,Yes
TCK100415,VIP,80,2025-02-13,2025-05-01,20:06:00,True,ATD200415,52,Other,Barcelona,Bus,3,25.91,19.56,84.43,Card,Rock,4,Artist A,5.1,8.0,8.0,5.0,Yes
TCK107730,3-day Pass,80,2025-03-05,2025-05-01,22:00:00,True,ATD207730,18,Female,Barcelona,Car,1,13.45,41.94,78.7,Festival App,Rock,4,Artist A,4.1,5.0,5.0,8.0,Yes
TCK107080,VIP,200,2025-03-20,2025-05-01,14:51:00,True,ATD207080,45,Female,Sevilla,Plane,2,5.33,44.93,62.53,Card,Hip-Hop,4,Artist D,2.3,6.5,6.5,8.0,nO
TCK102601,,80,2025-03-14,2025-05-03,14:40:00,True,ATD202601,51,Female,Sevilla,Plane,2,43.29,26.53,98.17,Cash,hiphop,4,Artist A,2.2,8.0,8.0,8.0,nO
TCK102880,VIP,200,2025-04-07,2025-05-02,15:34:00,True,ATD202880,33,Other,Madrid,Car,2,34.79,3.63,8.1,Festival App,Rock,4,Artist C,4.6,9.5,6.5,6.5,nO
TCK100114,3-day Pass,150,2025-04-25,2025-05-03,20:36:00,True,ATD200114,34,Male,Madrid,Other,2,18.92,3.04,27.4,Cash,Hip-Hop,3,Artist A,11.8,8.0,8.0,5.0,Yes
TCK108368,3-day Pass,200,2025-03-03,2025-05-03,17:15:00,True,ATD208368,35,Male,Madrid,Other,1,44.1,14.06,43.75,Card,Hip-Hop,2,Artist C,6.2,6.5,6.5,8.0,Yes
TCK101689,1-day Pass,80,2025-02-01,2025-05-03,20:00:00,True,ATD201689,35,Other,Sevilla,Train,5,39.68,12.23,43.61,Festival App,Reggaeton,1,Artist A,7.7,8.0,6.5,6.5,Yes
TCK101826,VIP,80,2025-03-05,2025-05-03,20:04:00,True,ATD201826,40,Female,Valencia,Other,2,29.79,1.88,88.28,Festival App,Pop,3,Artist C,5.0,9.5,8.0,8.0,nO
TCK103223,1-day Pass,80,2025-03-08,2025-05-01,21:10:00,True,ATD203223,18,Male,Barcelona,Car,2,17.37,26.25,85.39,Card,Reggaeton,1,Artist D,7.1,9.5,5.0,5.0,nO
TCK107299,VIP,200,2025-02-06,2025-05-03,14:46:00,True,ATD207299,27,Other,Sevilla,Car,5,44.2,47.74,90.24,Card,Reggaeton,4,Artist B,4.5,9.5,6.5,5.0,Yes
TCK101106,3-day Pass,150,2025-02-12,2025-05-03,20:37:00,True,ATD201106,46,Male,Madrid,Train,1,9.59,59.53,42.05,cash ,Pop,2,Artist A,6.3,8.0,8.0,8.0,nO
TCK103198,1-day Pass,200,2025-04-02,2025-05-03,21:56:00,True,ATD203198,35,Female,Sevilla,Car,4,44.96,55.95,82.44,Card,Rock,2,Artist C,9.2,5.0,8.0,6.5,nO
TCK107045,3-day Pass,80,2025-02-22,2025-05-03,17:06:00,True,ATD207045,49,Female,Barcelona,Car,4,31.08,9.8,56.22,cash ,Electronic,2,Artist B,2.0,8.0,5.0,6.5,Yes
TCK109212,3-day Pass,80,2025-04-06,2025-05-02,17:06:00,True,ATD209212,43,Male,Valencia,Other,4,0.08,57.13,18.85,Festival App,Electronic,2,Artist A,2.9,9.5,6.5,6.5,Yes
TCK105373,3-day Pass,150,2025-02-04,2025-05-03,18:09:00,True,ATD205373,25,Female,Sevilla,Train,2,31.74,37.96,13.47,Cash,Rock,2,Artist E,8.5,8.0,5.0,6.5,Yes
TCK109029,3-day Pass,200,2025-03-01,2025-05-02,22:46:00,True,ATD209029,57,Other,Valencia,Car,1,16.67,15.95,53.65,Festival App,Rock,3,Artist D,4.4,8.0,6.5,8.0,Yes
